"Gene","Non-unique Gene name","Annotation","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"group_1110","","phage major tail tube protein","AJBGEP_22115","","BEJGEH_21375","","ODDLKH_00355","","ONMMKP_12895","IKCLMC_05090","PKJKAM_06540"
"group_1029","xerD","Site-specific recombinase XerD","AJBGEP_03700","","","GEGEGB_11390","ODDLKH_06045","LNHIMF_04280","ONMMKP_07215","IKCLMC_02080",""
"group_1015","","Outer membrane protein","AJBGEP_23940","","BEJGEH_23370","","ODDLKH_02235","","ONMMKP_11060","IKCLMC_16190","PKJKAM_10690"
"hin","hin","flagellar phase variation DNA invertase Hin","AJBGEP_14660","","","","ODDLKH_15970","LNHIMF_14035","ONMMKP_20540","IKCLMC_20495","PKJKAM_13075"
"eda","eda","2-keto-3-deoxy-6-phosphogluconate aldolase","AJBGEP_20150","HFCAGB_20420","","","ODDLKH_21445","","ONMMKP_15050","IKCLMC_12795","PKJKAM_17670"
"gpI","gpI","phage tail protein I","AJBGEP_22060","","BEJGEH_21320","","ODDLKH_00295","","ONMMKP_12950","IKCLMC_05030","PKJKAM_06595"
"dgoR","dgoR","D-galactonate utilization transcriptional regulator DgoR","AJBGEP_20160","HFCAGB_20430","","","ODDLKH_21455","","ONMMKP_15040","IKCLMC_12785","PKJKAM_17660"
"fimC","fimC","fimbrial biogenesis chaperone StjC","AJBGEP_23950","","BEJGEH_23380","","ODDLKH_02245","","ONMMKP_11050","IKCLMC_16180","PKJKAM_10680"
"tagH","tagH","ABC-type polysaccharide/polyol phosphate transport system ATPase component","AJBGEP_03735","","","GEGEGB_11355","ODDLKH_06080","LNHIMF_04315","ONMMKP_07180","IKCLMC_02045",""
"group_727","manY","Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific IIC component","AJBGEP_23770","HFCAGB_23895","","","ODDLKH_02065","LNHIMF_23030","","IKCLMC_16360","PKJKAM_10860"
"group_659","manZ","Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific IID component","AJBGEP_23775","HFCAGB_23900","","","ODDLKH_02070","LNHIMF_23035","","IKCLMC_16355","PKJKAM_10855"
"dgoK","dgoK","2-keto-3-deoxy-galactonokinase","AJBGEP_20155","HFCAGB_20425","","","ODDLKH_21450","","ONMMKP_15045","IKCLMC_12790","PKJKAM_17665"
"wcaE","wcaE","Glycosyltransferase GT2 family","AJBGEP_03720","","","GEGEGB_11370","ODDLKH_06065","LNHIMF_04300","ONMMKP_07195","IKCLMC_02060",""
"group_538","wcaA","Glycosyltransferase involved in cell wall bisynthesis","AJBGEP_22080","","BEJGEH_21340","","ODDLKH_00320","","ONMMKP_12930","IKCLMC_05055","PKJKAM_06575"
"group_509","","Phage protein U","AJBGEP_22100","","BEJGEH_21360","","ODDLKH_00340","","ONMMKP_12910","IKCLMC_05075","PKJKAM_06555"
"group_481","","Bacteriophage lambda Replication protein O N-terminal domain-containing protein","AJBGEP_05050","HFCAGB_05305","","GEGEGB_10120","ODDLKH_08305","LNHIMF_10980","","","PKJKAM_00180"
"agaS","agaS","Fructoselysine-6-P-deglycase FrlB or related protein duplicated sugar isomerase (SIS) domain","AJBGEP_23785","HFCAGB_23910","","","ODDLKH_02080","LNHIMF_23045","","IKCLMC_16345","PKJKAM_10845"
"group_395","glmS","Glucosamine 6-phosphate synthetase contains amidotransferase and phosphosugar isomerase domains","AJBGEP_23780","HFCAGB_23905","","","ODDLKH_02075","LNHIMF_23040","","IKCLMC_16350","PKJKAM_10850"
"group_364","","Phage-related baseplate assembly protein","AJBGEP_22065","","BEJGEH_21325","","ODDLKH_00300","","ONMMKP_12945","IKCLMC_05035","PKJKAM_06590"
"rfaB","rfaB","Glycosyltransferase involved in cell wall bisynthesis","AJBGEP_03725","","","GEGEGB_11365","ODDLKH_06070","LNHIMF_04305","ONMMKP_07190","IKCLMC_02055",""
"dgoD","dgoD","galactonate dehydratase","AJBGEP_20145","HFCAGB_20415","","","ODDLKH_21440","","ONMMKP_15055","IKCLMC_12800","PKJKAM_17675"
"dgoT","dgoT","D-galactonate transporter","AJBGEP_20140","HFCAGB_20410","","","ODDLKH_21435","","ONMMKP_15060","IKCLMC_12805","PKJKAM_17680"
"fimB","fimB","Integrase/recombinase includes phage integrase","AJBGEP_04995","HFCAGB_05255","","GEGEGB_10180","","","ONMMKP_05715","IKCLMC_07850","PKJKAM_00685"
"group_176","","Phage tail sheath protein FI","AJBGEP_22120","","BEJGEH_21380","","ODDLKH_00360","","ONMMKP_12890","IKCLMC_05095","PKJKAM_06535"
"rfbK","rfbK","O-antigen biosynthesis phosphomannomutase RfbK","AJBGEP_11235","HFCAGB_11740","BEJGEH_10525","GEGEGB_04190","ODDLKH_12910","LNHIMF_11135","","",""
"group_140","","Inner membrane protein","AJBGEP_22075","","BEJGEH_21335","","ODDLKH_00315","","ONMMKP_12935","IKCLMC_05050","PKJKAM_06580"
"group_35","fimD","Outer membrane usher protein FimD/PapC","AJBGEP_23945","","BEJGEH_23375","","ODDLKH_02240","","ONMMKP_11055","IKCLMC_16185","PKJKAM_10685"
"levR","levR","Transcriptional regulatory protein LevR contains PRD AAA+ and EIIA domains","AJBGEP_23755","HFCAGB_23880","","","ODDLKH_02050","LNHIMF_23015","","IKCLMC_16375","PKJKAM_10875"
"group_3134","recT","RecT protein;recombination protein RecT","AJBGEP_06240","HFCAGB_06750","","GEGEGB_05375","ODDLKH_08260","","","IKCLMC_04450",""
"group_3126","symE","endoribonuclease SymE","AJBGEP_23695","","","GEGEGB_24150","ODDLKH_01990","","ONMMKP_11260","","PKJKAM_10925"
"sopE","sopE","SPI-1 type III secretion system guanine nucleotide exchange factor SopE","","HFCAGB_07010","","GEGEGB_22750","","LNHIMF_21635","ONMMKP_05435","","PKJKAM_01150"
"group_3105","","Antitermination protein Q","AJBGEP_05095","HFCAGB_05360","","GEGEGB_10055","ODDLKH_08370","","","IKCLMC_00980",""
"group_3090","","Transposase","AJBGEP_19765","HFCAGB_20055","","GEGEGB_19895","ODDLKH_21065","","ONMMKP_15435","",""
"ydaE","ydaE;","YdaE family protein;DNA breaking-rejoining protein","AJBGEP_06255","HFCAGB_05285","","","ODDLKH_08280","","ONMMKP_05680","IKCLMC_07875",""
"group_3024","","Putative DNA-binding protein;DNA-binding protein","AJBGEP_05060","HFCAGB_05315","","GEGEGB_10110","ODDLKH_08315","LNHIMF_10970","","",""
"group_3001","yhbS","putative N-acetyltransferase YhbS","AJBGEP_22645","HFCAGB_22795","","GEGEGB_22310","ODDLKH_00885","LNHIMF_22030","","",""
"group_2999","","Exodeoxyribonuclease;Exodeoxyribonuclease VIII-like protein;Exodeoxyribonuclease VIII;DNA breaking-rejoining protein","AJBGEP_05015;AJBGEP_06250","HFCAGB_05280","","","","","ONMMKP_05695","IKCLMC_07870","PKJKAM_00705"
"steF","steF;","Fimbrial protein SteF;Fimbrial protein","","HFCAGB_15870","BEJGEH_14795","GEGEGB_15025","","","ONMMKP_19560","","PKJKAM_12095"
"group_2975","","Inner membrane protein","","HFCAGB_06605","","GEGEGB_05240","","LNHIMF_09865","ONMMKP_00670","","PKJKAM_21355"
"rtcA",";rtcA","RNA 3'-terminal phosphate cyclase","AJBGEP_18520","HFCAGB_18790;HFCAGB_18785","BEJGEH_17760","","ODDLKH_19830","","","IKCLMC_14375",""
"parE","parE","ParE toxin protein","AJBGEP_15605","","","GEGEGB_15040","ODDLKH_16915","LNHIMF_14970","","IKCLMC_19555",""
"group_2952","","Phage tail protein","AJBGEP_06450","","","","ODDLKH_08455","","ONMMKP_05525","IKCLMC_05845","PKJKAM_01230"
"group_2951","","Bacteriophage lysis protein;Endopeptidase;Lysis protein;Bacteriophage Rz lysis protein","AJBGEP_13990","","","","ODDLKH_08405","","ONMMKP_05575","IKCLMC_01445","PKJKAM_01285"
"group_2859","","Entericidin A","AJBGEP_22735","","BEJGEH_22065","GEGEGB_23170","ODDLKH_01035","","","IKCLMC_05715",""
"group_2854","","Integrase catalytic domain-containing protein","AJBGEP_02885","HFCAGB_03235","2_refound_34","GEGEGB_12155","ODDLKH_05220","","","",""
"group_2847","","Transposase","","","BEJGEH_19045","GEGEGB_19890","","LNHIMF_19025","","IKCLMC_13155","PKJKAM_18060"
"group_2843","","Phage-related tail fiber protein;Phage tail protein;Gp19","AJBGEP_22055","","BEJGEH_21315","","","","ONMMKP_12955","IKCLMC_05025","PKJKAM_06600"
"group_2829","","Secreted protein","AJBGEP_19175","HFCAGB_19450","","","ODDLKH_20475","","","IKCLMC_13725","PKJKAM_18635"
"group_2809","","Fimbrial protein;fimbrial protein","","HFCAGB_15845","BEJGEH_14770","GEGEGB_15000;GEGEGB_14995","","","ONMMKP_19585","","PKJKAM_12120"
"group_2806","","HAD family phosphatase","","HFCAGB_22280","","GEGEGB_21790","","LNHIMF_21220","","IKCLMC_05005","PKJKAM_06620"
"group_2801","","DUF1778 domain-containing protein","AJBGEP_22640","HFCAGB_22790","","GEGEGB_22305","ODDLKH_00880","LNHIMF_22025","","",""
"group_2795","","PTS Fru family IIB subunit;PTS fructose transporter subunit IIC","AJBGEP_17180","","","GEGEGB_16720","ODDLKH_18480","","","IKCLMC_17980","PKJKAM_08880"
"yfbK","yfbK","Secreted protein containing bacterial Ig-like domain and vWFA domain","AJBGEP_12430","HFCAGB_12895","BEJGEH_11705","","ODDLKH_14110","","","IKCLMC_08415",""
"group_2755","","hypothetical protein","0_refound_9","","2_refound_33","","ODDLKH_12055","LNHIMF_09965","ONMMKP_00565","",""
"group_2715","","Putative ribonucleoprotein related-protein","AJBGEP_18550","HFCAGB_18820","BEJGEH_17790","","ODDLKH_19860","","","IKCLMC_14345",""
"group_2699","galM","aldose-1-epimerase","AJBGEP_21150","HFCAGB_21370","","GEGEGB_18980","ODDLKH_22400","LNHIMF_20370","","",""
"group_2684","","Inner membrane protein","","HFCAGB_00840","BEJGEH_00890","","","","ONMMKP_10075","IKCLMC_15205","PKJKAM_03785"
"group_2682","dinI","DinI family protein","AJBGEP_05280","HFCAGB_05530","","GEGEGB_09865","","","","IKCLMC_02765","PKJKAM_01140"
"group_2651","recT;","Recombinase RecT;DNA breaking-rejoining protein;Gifsy-2 prophage RecT","AJBGEP_05010","HFCAGB_05275;HFCAGB_05270","","","","","ONMMKP_05700","IKCLMC_07865","PKJKAM_00700"
"group_2606","","DNA-packaging protein FI;hypothetical protein;DNA packaging protein","AJBGEP_06440;AJBGEP_06445","","","","ODDLKH_08450","","ONMMKP_05530","IKCLMC_05840","PKJKAM_01235"
"group_2604","","Phage tail protein","AJBGEP_13970","","","","ODDLKH_08425","","ONMMKP_05555","IKCLMC_01040","PKJKAM_01260"
"group_2587","","Transposase","AJBGEP_02890","HFCAGB_03240","BEJGEH_02840","GEGEGB_12150","ODDLKH_05225","","","",""
"ypfL",";ypfL","hypothetical protein;Uncharacterized protein YpfL","AJBGEP_13140","HFCAGB_13645","BEJGEH_12410","GEGEGB_02210","ODDLKH_14820","","","",""
"group_2554","","putative periplasmic protein;Periplasmic protein","AJBGEP_01465","","","","ODDLKH_03835","LNHIMF_01460","","IKCLMC_10155","PKJKAM_17395"
"group_2552","","Fimbrial subunit","","HFCAGB_15865","BEJGEH_14790","GEGEGB_15020","","","ONMMKP_19565","","PKJKAM_12100"
"group_2520","","Cytoplasmic protein","AJBGEP_17625","HFCAGB_17895","","","ODDLKH_18940","","","IKCLMC_17530","PKJKAM_08425"
"group_2457","","Inner membrane protein","AJBGEP_02900","HFCAGB_03250","BEJGEH_02850","GEGEGB_12145","ODDLKH_05235","","","",""
"group_2400","","PTS sugar transporter","","HFCAGB_22290","","GEGEGB_21800","","LNHIMF_21230","","IKCLMC_05015","PKJKAM_06610"
"group_2395","","hypothetical protein","AJBGEP_23140","","BEJGEH_22475","","ODDLKH_01440","","ONMMKP_11870","","PKJKAM_11445"
"group_2374","","Inner membrane protein","AJBGEP_03485","HFCAGB_03835","BEJGEH_03415","","ODDLKH_05830","","","IKCLMC_12475",""
"group_2350","","DUF4113 domain-containing protein","","HFCAGB_12505","","GEGEGB_03350","","","ONMMKP_23050","IKCLMC_08800","PKJKAM_15170"
"group_2301","yjdB","Uncharacterized conserved protein YjdB contains Ig-like domain","AJBGEP_13915","","","","ODDLKH_08470","LNHIMF_03405","","IKCLMC_01090","PKJKAM_01215"
"group_2296","","Major capsid protein","AJBGEP_06435","","","","ODDLKH_08445","","ONMMKP_05535","IKCLMC_05835","PKJKAM_01240"
"group_2293","","Head decoration protein","AJBGEP_06430","","","","ODDLKH_08440","","ONMMKP_05540","IKCLMC_01055","PKJKAM_01245"
"group_2291","sppA","Periplasmic serine protease ClpP class","AJBGEP_06425","","","","ODDLKH_08435","","ONMMKP_05545","IKCLMC_01050","PKJKAM_01250"
"group_2289","","phage portal protein","AJBGEP_06420","","","","ODDLKH_08430","","ONMMKP_05550","IKCLMC_01045","PKJKAM_01255"
"group_2286","gpA1","Phage terminase large subunit GpA","AJBGEP_13975","","","","ODDLKH_08420","","ONMMKP_05560","IKCLMC_01035","PKJKAM_01265"
"nu1","nu1","Phage DNA packaging protein Nu1 subunit of terminase","AJBGEP_13980","","","","ODDLKH_08415","","ONMMKP_05565","IKCLMC_01030","PKJKAM_01270"
"group_2284","","Inhibitor of g-type lysozyme","AJBGEP_13985","","","","ODDLKH_08410","","ONMMKP_05570","IKCLMC_01025","PKJKAM_01275"
"group_2278","","phage holin lambda family","AJBGEP_05125","HFCAGB_06865","","","ODDLKH_08395","","","7_refound_95","PKJKAM_01295"
"group_2093","ninG","Bacteriophage Lambda NinG protein","AJBGEP_14055","","","","","LNHIMF_10935","ONMMKP_05600","IKCLMC_01380","PKJKAM_01330"
"group_2070","","hypothetical protein","AJBGEP_02895","HFCAGB_03245","BEJGEH_02845","3_refound_37_pseudo","ODDLKH_05230","","","",""
"group_1670","","DUF497 domain-containing protein","AJBGEP_23725","HFCAGB_23850","","GEGEGB_24185","ODDLKH_02020","","","IKCLMC_16405",""
"group_1619","","DUF4415 domain-containing protein","AJBGEP_23730","HFCAGB_23855","","GEGEGB_24190","ODDLKH_02025","","","IKCLMC_16400",""
"group_1571","frwB","PTS fructose-like transporter subunit IIB","AJBGEP_21630","HFCAGB_21870","","","ODDLKH_22880","","","IKCLMC_03800","PKJKAM_06850"
"group_1564","","protein-tyrosine-phosphatase","","HFCAGB_00845","BEJGEH_00895","","","","ONMMKP_10070","IKCLMC_15200","PKJKAM_03775"
"ypfK","ypfK","Uncharacterized protein YpfK","AJBGEP_13135","HFCAGB_13640","BEJGEH_12405","GEGEGB_02215","ODDLKH_14815","","","",""
"frwB","frwB","PTS fructose-like transporter subunit IIB","AJBGEP_21645","HFCAGB_21885","","","ODDLKH_22895","","","IKCLMC_03815","PKJKAM_06835"
"group_1285","","Cytoplasmic protein","AJBGEP_01545","","","","ODDLKH_03905","LNHIMF_01540","","IKCLMC_10275","PKJKAM_17290"
"group_1279","","Lipoprotein","AJBGEP_05110","HFCAGB_06850","","GEGEGB_10045","ODDLKH_08380","","","","PKJKAM_01310"
"group_1269","rrrD","Phage-related lysozyme (muramidase) GH24 family","AJBGEP_05130","HFCAGB_06870","","","ODDLKH_08400","","","7_refound_87","PKJKAM_01290"
"group_1192","hcp","Hcp1 family type VI secretion system effector","AJBGEP_01470","","","","ODDLKH_03840","LNHIMF_01465","","IKCLMC_10160","PKJKAM_17390"
"tae4","tae4","type VI secretion system effector tae4 LD-endopeptidase","AJBGEP_01460","","","","ODDLKH_03830","LNHIMF_01455","","IKCLMC_10150","PKJKAM_17400"
"group_1159","","Minor fimbrial subunit","","HFCAGB_15860","BEJGEH_14785","GEGEGB_15015","","","ONMMKP_19570","","PKJKAM_12105"
"yfeL","yfeL","Uncharacterized protein YfeL","AJBGEP_13070","HFCAGB_13575","BEJGEH_12340","","","","ONMMKP_22030","IKCLMC_06700",""
"group_794","","Cytoplasmic protein","AJBGEP_22040","HFCAGB_22295","BEJGEH_21300","","ODDLKH_00270","","ONMMKP_12975","",""
"group_759","","Galactitol utilisation operon repressor","","HFCAGB_22275","","GEGEGB_21785","","LNHIMF_21215","","IKCLMC_05000","PKJKAM_06625"
"papD","papD","Chaperone protein PapD","","HFCAGB_15855","BEJGEH_14780","GEGEGB_15010","","","ONMMKP_19575","","PKJKAM_12110"
"iolB","iolB","5-deoxy-glucuronate isomerase","AJBGEP_23165","","BEJGEH_22495","","ODDLKH_01460","","ONMMKP_11850","","PKJKAM_11420"
"iolI2","iolI2","2-keto-myo-inositol isomerase IolI2","AJBGEP_23225","","BEJGEH_22555","","ODDLKH_01520","","ONMMKP_11790","","PKJKAM_11360"
"iolI1","iolI1","2-keto-myo-inositol isomerase IolI1","AJBGEP_23195","","BEJGEH_22525","","ODDLKH_01490","","ONMMKP_11820","","PKJKAM_11390"
"iolR","iolR","myo-inositol utilization transcriptional regulator IolR","AJBGEP_23145","","BEJGEH_22480","","ODDLKH_01445","","ONMMKP_11865","","PKJKAM_11440"
"glpR","glpR","DNA-binding transcriptional regulator of sugar metabolism DeoR/GlpR family","AJBGEP_17165","","","GEGEGB_16705","ODDLKH_18465","","","IKCLMC_17995","PKJKAM_08895"
"group_672","","Histidine biosynthesis protein","","HFCAGB_22285","","GEGEGB_21795","","LNHIMF_21225","","IKCLMC_05010","PKJKAM_06615"
"group_614","araC","myo-inositol utilization transcriptional regulator ReiD","AJBGEP_23175","","BEJGEH_22505","","ODDLKH_01470","","ONMMKP_11840","","PKJKAM_11410"
"group_609","pflA","[formate-C-acetyltransferase]-activating enzyme","AJBGEP_21640","HFCAGB_21880","","","ODDLKH_22890","","","IKCLMC_03810","PKJKAM_06840"
"iolH","iolH","sugar phosphate isomerase/epimerase IolH","AJBGEP_23230","","BEJGEH_22560","","ODDLKH_01525","","ONMMKP_11785","","PKJKAM_11355"
"iolE","iolE","myo-inosose-2 dehydratase","AJBGEP_23180","","BEJGEH_22510","","ODDLKH_01475","","ONMMKP_11835","","PKJKAM_11405"
"group_556","pfkB","1-phosphofructokinase","AJBGEP_17175","","","GEGEGB_16715","ODDLKH_18475","","","IKCLMC_17985","PKJKAM_08885"
"group_516","rbsK","Sugar or nucleoside kinase ribokinase family","AJBGEP_17160","","","GEGEGB_16700","ODDLKH_18460","","","IKCLMC_18000","PKJKAM_08900"
"iolG1","iolG1","inositol 2-dehydrogenase IolG1","AJBGEP_23185","","BEJGEH_22515","","ODDLKH_01480","","ONMMKP_11830","","PKJKAM_11400"
"sseK1","sseK1","type III secretion system effector SseK1","AJBGEP_21850","HFCAGB_22090","BEJGEH_21090","","","","ONMMKP_13160","","PKJKAM_01090"
"iolG2","iolG2","D-chiro-inositol-2-dehydrogenase IolG2","AJBGEP_23215","","BEJGEH_22545","","ODDLKH_01510","","ONMMKP_11800","","PKJKAM_11370"
"group_389","","Putative cytoplasmic protein","AJBGEP_17345","","BEJGEH_16590","","ODDLKH_18670","","","IKCLMC_17800","PKJKAM_08700"
"frwC","frwC","PTS fructose transporter subunit EIIC","AJBGEP_21625","HFCAGB_21865","","","ODDLKH_22875","","","IKCLMC_03795","PKJKAM_06855"
"group_323","","Uncharacterized MFS-type transporter STM4428","AJBGEP_23200","","BEJGEH_22530","","ODDLKH_01495","","ONMMKP_11815","","PKJKAM_11385"
"rtcB","rtcB","RNA-splicing ligase RtcB","AJBGEP_18525","HFCAGB_18795","BEJGEH_17765","","ODDLKH_19835","","","IKCLMC_14370",""
"group_289","uhpC","Sugar phosphate permease","AJBGEP_23220","","BEJGEH_22550","","ODDLKH_01515","","ONMMKP_11795","","PKJKAM_11365"
"srfJ","srfJ","lysosomal glucosyl ceramidase-like type III secretion effector SrfJ","AJBGEP_23190","","BEJGEH_22520","","ODDLKH_01485","","ONMMKP_11825","","PKJKAM_11395"
"iolT1","iolT1","myo-inositol import MFS transporter IolT1","AJBGEP_23150","","BEJGEH_22485","","ODDLKH_01450","","ONMMKP_11860","","PKJKAM_11435"
"iolT2","iolT2","myo-inositol import MFS transporter IolT2","AJBGEP_23160","","BEJGEH_22490","","ODDLKH_01455","","ONMMKP_11855","","PKJKAM_11425"
"iolA","iolA","malonate-semialdehyde dehydrogenase IolA","AJBGEP_23170","","BEJGEH_22500","","ODDLKH_01465","","ONMMKP_11845","","PKJKAM_11415"
"rtcR","rtcR","RNA repair transcriptional activator RtcR","AJBGEP_18555","HFCAGB_18825","BEJGEH_17795","","ODDLKH_19865","","","IKCLMC_14340",""
"iolC","iolC","Myo-inositol catabolism protein LolC","AJBGEP_23205","","BEJGEH_22535","","ODDLKH_01500","","ONMMKP_11810","","PKJKAM_11380"
"iolD","iolD","3D-(35/4)-trihydroxycyclohexane-12-dione acylhydrolase (decyclizing)","AJBGEP_23210","","BEJGEH_22540","","ODDLKH_01505","","ONMMKP_11805","","PKJKAM_11375"
"pflD","pflD","formate C-acetyltransferase","AJBGEP_21635","HFCAGB_21875","","","ODDLKH_22885","","","IKCLMC_03805","PKJKAM_06845"
"ptsP","ptsP","HPr or related phosphotransfer protein","AJBGEP_21620","HFCAGB_21860","","","ODDLKH_22870","","","IKCLMC_03790","PKJKAM_06860"
"group_20","","fimbrial biogenesis outer membrane usher protein","","HFCAGB_15850","BEJGEH_14775","GEGEGB_15005","","","ONMMKP_19580","","PKJKAM_12115"
"group_3140","gH19;","Chitinase GH19 family;Phage endolysin","","HFCAGB_05370","","GEGEGB_10030","","LNHIMF_21495","ONMMKP_05580","",""
"ninA","ninA","NinA;NinA protein","","HFCAGB_03050","","","","LNHIMF_02940","ONMMKP_03875","IKCLMC_11735",""
"group_3125","ninH","Protein ninH","","HFCAGB_03075","","","","LNHIMF_02960","","IKCLMC_11770","PKJKAM_15770"
"group_3115","gpD","Phage protein D","","HFCAGB_14650","BEJGEH_13580","GEGEGB_22720","","","ONMMKP_20970","",""
"rlsC","rlsC;","Levan regulatory protein RlsC;Levan regulatory protein","","HFCAGB_14800","BEJGEH_13730","GEGEGB_22870","","","ONMMKP_20800","",""
"group_3108","","putative replication endonuclease from prophage-like region;Bacteriophage replication gene A;Replication endonuclease","","HFCAGB_14805","BEJGEH_13735","GEGEGB_22875","","","ONMMKP_20795","",""
"group_3104","","Antitermination protein;putative regulatory protein N","","HFCAGB_03010","","","","","ONMMKP_03920","IKCLMC_11690","PKJKAM_15850"
"group_3103","","Phage protein U","","HFCAGB_14655","BEJGEH_13585","GEGEGB_22725","","","ONMMKP_20965","",""
"rhuM","rhuM","Uncharacterized protein RhuM Salmonella virulence factor","AJBGEP_19760","HFCAGB_20050","","GEGEGB_19900","ODDLKH_21060","","","",""
"group_3092","dam","DNA-adenine methylase;Retron Ec67 DNA adenine methylase","","HFCAGB_14810","BEJGEH_13740","GEGEGB_22880","","","ONMMKP_20790","",""
"group_3088","","helix-turn-helix domain-containing protein;Transposase","AJBGEP_08190","","","","ODDLKH_10195","","ONMMKP_02480","IKCLMC_23095",""
"group_3086","gpV","Phage P2 baseplate assembly protein gpV","","HFCAGB_14705","BEJGEH_13635","GEGEGB_22780","","","ONMMKP_20895","",""
"group_3077","","Phage baseplate assembly protein W","","HFCAGB_14700","BEJGEH_13630","GEGEGB_22775","","","ONMMKP_20900","",""
"group_3076","gpI","phage tail protein I","","HFCAGB_14690","BEJGEH_13620","GEGEGB_22765","","","ONMMKP_20910","",""
"group_3060","","Prophage DLP12 integrase;Tyr recombinase domain-containing protein","","HFCAGB_02910","","","","LNHIMF_02810","","IKCLMC_11600","PKJKAM_15935"
"group_3056","","Lipoprotein","","","BEJGEH_10800","GEGEGB_03895","","","ONMMKP_23570","IKCLMC_09310",""
"group_3055","","hypothetical protein","","HFCAGB_13925","2_refound_35_pseudo","","","","","7_refound_105_pseudo","PKJKAM_13810"
"group_3047","","DUF5347 domain-containing protein","","HFCAGB_14825","BEJGEH_13755","GEGEGB_22900","","","ONMMKP_20775","",""
"group_3033","","Phage baseplate assembly protein J;Phage-related baseplate assembly protein","","HFCAGB_14695","BEJGEH_13625","GEGEGB_22770","","","ONMMKP_20905","",""
"group_3018","","AcrB/AcrD/AcrF family protein;Cation transporter","","","BEJGEH_02880","","","LNHIMF_03570","ONMMKP_07955","7_refound_104_pseudo",""
"group_3009","","Viral protein","AJBGEP_00335","","","","ODDLKH_02715","LNHIMF_00335","","","PKJKAM_10205"
"group_2980","","Cytoplasmic protein","AJBGEP_22045","","BEJGEH_21305","","ODDLKH_00280","","ONMMKP_12965","",""
"group_2968","","Tetratricopeptide repeat protein","","","BEJGEH_10795","GEGEGB_03900","","","ONMMKP_23575","IKCLMC_09315",""
"group_2931","","DUF2732 domain-containing protein","","HFCAGB_14820","BEJGEH_13750","GEGEGB_22895","","","ONMMKP_20780","",""
"group_2926","","Phage regulatory CII family protein","","HFCAGB_14835","BEJGEH_13765","GEGEGB_22910","","","ONMMKP_20765","",""
"group_2902","","Ead/Ea22-like family protein","AJBGEP_05065","HFCAGB_05320","","GEGEGB_10105","","LNHIMF_10965","","",""
"group_2888","","Phosphotriesterase","AJBGEP_01555","","","","ODDLKH_03910","","","IKCLMC_10280","PKJKAM_17285"
"group_2887","","hypothetical protein","AJBGEP_01550","","","","","LNHIMF_01545","","7_refound_101","8_refound_124"
"group_2875","","Phage tail protein;Phage tail assembly protein","","HFCAGB_14665","BEJGEH_13595","GEGEGB_22735","","","ONMMKP_20955","",""
"group_2844","xerD","Site-specific recombinase XerD","","HFCAGB_14850","BEJGEH_13780","GEGEGB_22925","","","ONMMKP_20750","",""
"group_2770","","hypothetical protein","AJBGEP_18670","HFCAGB_18940","BEJGEH_17915","GEGEGB_21015","","","","",""
"group_2738","","DUF4102 domain-containing protein","","HFCAGB_01710","BEJGEH_01665","","","","ONMMKP_09195","","PKJKAM_17120"
"group_2729","","Secreted protein","","","BEJGEH_10850","GEGEGB_03850","","","ONMMKP_23545","IKCLMC_09285",""
"group_2687","","Inner membrane protein","AJBGEP_20725","","BEJGEH_19970","GEGEGB_17700","ODDLKH_21975","","","",""
"group_2677","","Bacteriophage protein","","","","GEGEGB_23220","ODDLKH_01085","","ONMMKP_12225","","PKJKAM_05875"
"group_2658","","Transcriptional regulator;hypothetical protein","AJBGEP_08200","HFCAGB_08660","","","ODDLKH_10205","","","","PKJKAM_23180"
"group_2657","","Phage terminase large subunit GpA ATPase domain-containing protein","","","","","","LNHIMF_09705","ONMMKP_00840","7_refound_99","8_refound_122"
"group_2654","","Phage tail protein","","","","","","LNHIMF_09710","ONMMKP_00835","IKCLMC_21450","PKJKAM_21525"
"group_2644","","Inner membrane protein","AJBGEP_20730","","BEJGEH_19975","GEGEGB_17695","ODDLKH_21980","","","",""
"group_2638","","DUF1202 domain-containing protein","","","BEJGEH_21920","","","","ONMMKP_12360","IKCLMC_05625;IKCLMC_05620","PKJKAM_06010"
"group_2637","","Mutator family transposase","","","BEJGEH_21930","","","","ONMMKP_12350","IKCLMC_05635","PKJKAM_06000"
"group_2636","","Cytoplasmic protein;DUF4034 domain-containing protein","AJBGEP_09975;AJBGEP_09970","","BEJGEH_05850","","ODDLKH_11955","","","IKCLMC_21275",""
"group_2630","","Secreted protein","","","BEJGEH_10845","GEGEGB_03855","","","ONMMKP_23550","IKCLMC_09290",""
"group_2616","","Cytoplasmic protein","AJBGEP_19745","HFCAGB_20025","","GEGEGB_19920","ODDLKH_21045","","","",""
"group_2602",";tnp","Transposase;IS3 family ISSen1 transposase ORF A","","","BEJGEH_03460","","","LNHIMF_04095","","IKCLMC_00160","PKJKAM_00075"
"rhsA","rhsA;","Uncharacterized conserved protein RhaS contains 28 RHS repeats;hypothetical protein","AJBGEP_01540","","","","","LNHIMF_01535","","IKCLMC_10270","PKJKAM_17295"
