"Gene","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"AJBGEP_14910",1,1,1,1,1,1,1,1,1
"AJBGEP_14915",1,1,1,1,1,1,1,1,1
"AJBGEP_14920",1,1,1,1,1,1,1,1,1
"AJBGEP_14950",1,1,1,1,1,1,1,1,1
"AJBGEP_14955",1,1,1,1,1,1,1,1,1
"AJBGEP_14960",1,1,1,1,1,1,1,1,1
"AJBGEP_14965",1,1,1,1,1,1,1,1,1
"AJBGEP_14970",1,1,1,1,1,1,1,1,1
"AJBGEP_14975",1,1,1,1,1,1,1,1,1
"AJBGEP_14980",1,1,1,1,1,1,1,1,1
"AJBGEP_14985",1,1,1,1,1,1,1,1,1
"AJBGEP_14990",1,1,1,1,1,1,1,1,1
"AJBGEP_14995",1,1,1,1,1,1,1,1,1
"AJBGEP_15000",1,1,1,1,1,1,1,1,1
"AJBGEP_15005",1,1,1,1,1,1,1,1,1
"AJBGEP_15010",1,1,1,1,1,1,1,1,1
"AJBGEP_15020",1,1,1,1,1,1,1,1,1
"AJBGEP_15040",1,1,1,1,1,1,1,1,1
"AJBGEP_15045",1,1,1,1,1,1,1,1,1
"AJBGEP_15050",1,1,1,1,1,1,1,1,1
"AJBGEP_15060",1,1,1,1,1,1,1,1,1
"AJBGEP_15065",1,1,1,1,1,1,1,1,1
"AJBGEP_15070",1,1,1,1,1,1,1,1,1
"AJBGEP_15080",1,1,1,1,1,1,1,1,1
"AJBGEP_15085",1,1,1,1,1,1,1,1,1
"AJBGEP_15090",1,1,1,1,1,1,1,1,1
"AJBGEP_15095",1,1,1,1,1,1,1,1,1
"AJBGEP_15100",1,1,1,1,1,1,1,1,1
"AJBGEP_15105",1,1,1,1,1,1,1,1,1
"AJBGEP_15110",1,1,1,1,1,1,1,1,1
"AJBGEP_15115",1,1,1,1,1,1,1,1,1
"AJBGEP_15120",1,1,1,1,1,1,1,1,1
"AJBGEP_15125",1,1,1,1,1,1,1,1,1
"AJBGEP_15130",1,1,1,1,1,1,1,1,1
"AJBGEP_15135",1,1,1,1,1,1,1,1,1
"AJBGEP_15140",1,1,1,1,1,1,1,1,1
"AJBGEP_15145",1,1,1,1,1,1,1,1,1
"AJBGEP_15160",1,1,1,1,1,1,1,1,1
"AJBGEP_15175",1,1,1,1,1,1,1,1,1
"AJBGEP_15180",1,1,1,1,1,1,1,1,1
"AJBGEP_15185",1,1,1,1,1,1,1,1,1
"AJBGEP_15190",1,1,1,1,1,1,1,1,1
"AJBGEP_15195",1,1,1,1,1,1,1,1,1
"AJBGEP_15200",1,1,1,1,1,1,1,1,1
"AJBGEP_15205",1,1,1,1,1,1,1,1,1
"AJBGEP_15215",1,1,1,1,1,1,1,1,1
"AJBGEP_15220",1,1,1,1,1,1,1,1,1
"AJBGEP_15225",1,1,1,1,1,1,1,1,1
"AJBGEP_15230",1,1,1,1,1,1,1,1,1
"AJBGEP_15250",1,1,1,1,1,1,1,1,1
"AJBGEP_15255",1,1,1,1,1,1,1,1,1
"AJBGEP_15260",1,1,1,1,1,1,1,1,1
"AJBGEP_15265",1,1,1,1,1,1,1,1,1
"AJBGEP_15270",1,1,1,1,1,1,1,1,1
"AJBGEP_15275",1,1,1,1,1,1,1,1,1
"AJBGEP_15280",1,1,1,1,1,1,1,1,1
"AJBGEP_15285",1,1,1,1,1,1,1,1,1
"AJBGEP_15290",1,1,1,1,1,1,1,1,1
"AJBGEP_15295",1,1,1,1,1,1,1,1,1
"AJBGEP_16875",1,1,1,1,1,1,1,1,1
"AJBGEP_16880",1,1,1,1,1,1,1,1,1
"AJBGEP_16890",1,1,1,1,1,1,1,1,1
"AJBGEP_16895",1,1,1,1,1,1,1,1,1
"AJBGEP_16900",1,1,1,1,1,1,1,1,1
"AJBGEP_16905",1,1,1,1,1,1,1,1,1
"AJBGEP_16910",1,1,1,1,1,1,1,1,1
"AJBGEP_16920",1,1,1,1,1,1,1,1,1
"AJBGEP_16925",1,1,1,1,1,1,1,1,1
"AJBGEP_16930",1,1,1,1,1,1,1,1,1
"AJBGEP_16935",1,1,1,1,1,1,1,1,1
"AJBGEP_16940",1,1,1,1,1,1,1,1,1
"AJBGEP_16945",1,1,1,1,1,1,1,1,1
"AJBGEP_16950",1,1,1,1,1,1,1,1,1
"AJBGEP_16955",1,1,1,1,1,1,1,1,1
"AJBGEP_16965",1,1,1,1,1,1,1,1,1
"AJBGEP_16970",1,1,1,1,1,1,1,1,1
"AJBGEP_16975",1,1,1,1,1,1,1,1,1
"AJBGEP_16980",1,1,1,1,1,1,1,1,1
"AJBGEP_16985",1,1,1,1,1,1,1,1,1
"AJBGEP_16990",1,1,1,1,1,1,1,1,1
"AJBGEP_16995",1,1,1,1,1,1,1,1,1
"AJBGEP_17000",1,1,1,1,1,1,1,1,1
"AJBGEP_17005",1,1,1,1,1,1,1,1,1
"AJBGEP_17010",1,1,1,1,1,1,1,1,1
"AJBGEP_17015",1,1,1,1,1,1,1,1,1
"AJBGEP_17025",1,1,1,1,1,1,1,1,1
"AJBGEP_17030",1,1,1,1,1,1,1,1,1
"AJBGEP_17035",1,1,1,1,1,1,1,1,1
"AJBGEP_17040",1,1,1,1,1,1,1,1,1
"AJBGEP_17045",1,1,1,1,1,1,1,1,1
"AJBGEP_17055",1,1,1,1,1,1,1,1,1
"AJBGEP_17060",1,1,1,1,1,1,1,1,1
"AJBGEP_17065",1,1,1,1,1,1,1,1,1
"AJBGEP_17070",1,1,1,1,1,1,1,1,1
"AJBGEP_17075",1,1,1,1,1,1,1,1,1
"AJBGEP_17080",1,1,1,1,1,1,1,1,1
"AJBGEP_17085",1,1,1,1,1,1,1,1,1
"AJBGEP_17090",1,1,1,1,1,1,1,1,1
"AJBGEP_17095",1,1,1,1,1,1,1,1,1
"AJBGEP_17110",1,1,1,1,1,1,1,1,1
"AJBGEP_17115",1,1,1,1,1,1,1,1,1
"AJBGEP_17120",1,1,1,1,1,1,1,1,1
"AJBGEP_17125",1,1,1,1,1,1,1,1,1
"AJBGEP_17140",1,1,1,1,1,1,1,1,1
"AJBGEP_17145",1,1,1,1,1,1,1,1,1
"AJBGEP_17150",1,1,1,1,1,1,1,1,1
"AJBGEP_17155",1,1,1,1,1,1,1,1,1
"AJBGEP_17170",1,1,1,1,1,1,1,1,1
"AJBGEP_17185",1,1,1,1,1,1,1,1,1
"AJBGEP_17190",1,1,1,1,1,1,1,1,1
"AJBGEP_17195",1,1,1,1,1,1,1,1,1
"AJBGEP_17200",1,1,1,1,1,1,1,1,1
"AJBGEP_17205",1,1,1,1,1,1,1,1,1
"AJBGEP_17210",1,1,1,1,1,1,1,1,1
"AJBGEP_17215",1,1,1,1,1,1,1,1,1
"AJBGEP_17220",1,1,1,1,1,1,1,1,1
"AJBGEP_17225",1,1,1,1,1,1,1,1,1
"AJBGEP_17230",1,1,1,1,1,1,1,1,1
"AJBGEP_17235",1,1,1,1,1,1,1,1,1
"AJBGEP_17240",1,1,1,1,1,1,1,1,1
"AJBGEP_17245",1,1,1,1,1,1,1,1,1
"AJBGEP_17250",1,1,1,1,1,1,1,1,1
"AJBGEP_17255",1,1,1,1,1,1,1,1,1
"AJBGEP_17260",1,1,1,1,1,1,1,1,1
"AJBGEP_17275",1,1,1,1,1,1,1,1,1
"AJBGEP_17280",1,1,1,1,1,1,1,1,1
"AJBGEP_17285",1,1,1,1,1,1,1,1,1
"AJBGEP_17290",1,1,1,1,1,1,1,1,1
"AJBGEP_17295",1,1,1,1,1,1,1,1,1
"AJBGEP_17305",1,1,1,1,1,1,1,1,1
"AJBGEP_17310",1,1,1,1,1,1,1,1,1
"AJBGEP_17315",1,1,1,1,1,1,1,1,1
"AJBGEP_17320",1,1,1,1,1,1,1,1,1
"AJBGEP_17325",1,1,1,1,1,1,1,1,1
"AJBGEP_17330",1,1,1,1,1,1,1,1,1
"AJBGEP_17340",1,1,1,1,1,1,1,1,1
"AJBGEP_17355",1,1,1,1,1,1,1,1,1
"AJBGEP_17360",1,1,1,1,1,1,1,1,1
"AJBGEP_17365",1,1,1,1,1,1,1,1,1
"AJBGEP_17380",1,1,1,1,1,1,1,1,1
"AJBGEP_17385",1,1,1,1,1,1,1,1,1
"AJBGEP_17390",1,1,1,1,1,1,1,1,1
"AJBGEP_17395",1,1,1,1,1,1,1,1,1
"AJBGEP_17400",1,1,1,1,1,1,1,1,1
"AJBGEP_17405",1,1,1,1,1,1,1,1,1
"AJBGEP_17410",1,1,1,1,1,1,1,1,1
"AJBGEP_17415",1,1,1,1,1,1,1,1,1
"AJBGEP_19005",1,1,1,1,1,1,1,1,1
"AJBGEP_19010",1,1,1,1,1,1,1,1,1
"AJBGEP_19015",1,1,1,1,1,1,1,1,1
"AJBGEP_19020",1,1,1,1,1,1,1,1,1
"AJBGEP_19025",1,1,1,1,1,1,1,1,1
"AJBGEP_19030",1,1,1,1,1,1,1,1,1
"AJBGEP_19035",1,1,1,1,1,1,1,1,1
"AJBGEP_19045",1,1,1,1,1,1,1,1,1
"AJBGEP_19050",1,1,1,1,1,1,1,1,1
"AJBGEP_19055",1,1,1,1,1,1,1,1,1
"AJBGEP_19060",1,1,1,1,1,1,1,1,1
"AJBGEP_19065",1,1,1,1,1,1,1,1,1
"AJBGEP_19070",1,1,1,1,1,1,1,1,1
"AJBGEP_19075",1,1,1,1,1,1,1,1,1
"AJBGEP_19080",1,1,1,1,1,1,1,1,1
"AJBGEP_19090",1,1,1,1,1,1,1,1,1
"AJBGEP_19095",1,1,1,1,1,1,1,1,1
"AJBGEP_19100",1,1,1,1,1,1,1,1,1
"AJBGEP_19105",1,1,1,1,1,1,1,1,1
"AJBGEP_19110",1,1,1,1,1,1,1,1,1
"AJBGEP_19115",1,1,1,1,1,1,1,1,1
"AJBGEP_19120",1,1,1,1,1,1,1,1,1
"AJBGEP_19180",1,1,1,1,1,1,1,1,1
"AJBGEP_19185",1,1,1,1,1,1,1,1,1
"AJBGEP_19190",1,1,1,1,1,1,1,1,1
"AJBGEP_19195",1,1,1,1,1,1,1,1,1
"AJBGEP_19200",1,1,1,1,1,1,1,1,1
"AJBGEP_19205",1,1,1,1,1,1,1,1,1
"AJBGEP_19210",1,1,1,1,1,1,1,1,1
"AJBGEP_19215",1,1,1,1,1,1,1,1,1
"AJBGEP_19220",1,1,1,1,1,1,1,1,1
"AJBGEP_19225",1,1,1,1,1,1,1,1,1
"AJBGEP_19230",1,1,1,1,1,1,1,1,1
"AJBGEP_19235",1,1,1,1,1,1,1,1,1
"AJBGEP_19250",1,1,1,1,1,1,1,1,1
"AJBGEP_19255",1,1,1,1,1,1,1,1,1
"AJBGEP_19260",1,1,1,1,1,1,1,1,1
"AJBGEP_19265",1,1,1,1,1,1,1,1,1
"AJBGEP_19270",1,1,1,1,1,1,1,1,1
"AJBGEP_19275",1,1,1,1,1,1,1,1,1
"AJBGEP_19280",1,1,1,1,1,1,1,1,1
"AJBGEP_19290",1,1,1,1,1,1,1,1,1
"AJBGEP_19295",1,1,1,1,1,1,1,1,1
"AJBGEP_19300",1,1,1,1,1,1,1,1,1
"AJBGEP_19305",1,1,1,1,1,1,1,1,1
"AJBGEP_19310",1,1,1,1,1,1,1,1,1
"AJBGEP_19315",1,1,1,1,1,1,1,1,1
"AJBGEP_19320",1,1,1,1,1,1,1,1,1
"AJBGEP_19325",1,1,1,1,1,1,1,1,1
"AJBGEP_19330",1,1,1,1,1,1,1,1,1
"AJBGEP_19335",1,1,1,1,1,1,1,1,1
"AJBGEP_19340",1,1,1,1,1,1,1,1,1
"AJBGEP_19345",1,1,1,1,1,1,1,1,1
"AJBGEP_19350",1,1,1,1,1,1,1,1,1
"AJBGEP_19355",1,1,1,1,1,1,1,1,1
"AJBGEP_19360",1,1,1,1,1,1,1,1,1
"AJBGEP_19375",1,1,1,1,1,1,1,1,1
"AJBGEP_19380",1,1,1,1,1,1,1,1,1
"AJBGEP_19385",1,1,1,1,1,1,1,1,1
"AJBGEP_19390",1,1,1,1,1,1,1,1,1
"AJBGEP_19395",1,1,1,1,1,1,1,1,1
"AJBGEP_19400",1,1,1,1,1,1,1,1,1
"AJBGEP_19405",1,1,1,1,1,1,1,1,1
"AJBGEP_19410",1,1,1,1,1,1,1,1,1
"AJBGEP_19415",1,1,1,1,1,1,1,1,1
"AJBGEP_19420",1,1,1,1,1,1,1,1,1
"AJBGEP_19425",1,1,1,1,1,1,1,1,1
"AJBGEP_19440",1,1,1,1,1,1,1,1,1
"AJBGEP_19445",1,1,1,1,1,1,1,1,1
"AJBGEP_19450",1,1,1,1,1,1,1,1,1
"AJBGEP_19455",1,1,1,1,1,1,1,1,1
"AJBGEP_19475",1,1,1,1,1,1,1,1,1
"AJBGEP_19480",1,1,1,1,1,1,1,1,1
"AJBGEP_19485",1,1,1,1,1,1,1,1,1
"AJBGEP_19490",1,1,1,1,1,1,1,1,1
"AJBGEP_19495",1,1,1,1,1,1,1,1,1
"AJBGEP_19500",1,1,1,1,1,1,1,1,1
"AJBGEP_19505",1,1,1,1,1,1,1,1,1
"AJBGEP_19510",1,1,1,1,1,1,1,1,1
"AJBGEP_19525",1,1,1,1,1,1,1,1,1
"AJBGEP_21175",1,1,1,1,1,1,1,1,1
"AJBGEP_21180",1,1,1,1,1,1,1,1,1
"AJBGEP_21185",1,1,1,1,1,1,1,1,1
"AJBGEP_21190",1,1,1,1,1,1,1,1,1
"AJBGEP_21195",1,1,1,1,1,1,1,1,1
"AJBGEP_21200",1,1,1,1,1,1,1,1,1
"AJBGEP_21205",1,1,1,1,1,1,1,1,1
"AJBGEP_21210",1,1,1,1,1,1,1,1,1
"AJBGEP_21225",1,1,1,1,1,1,1,1,1
"AJBGEP_21230",1,1,1,1,1,1,1,1,1
"AJBGEP_21235",1,1,1,1,1,1,1,1,1
"AJBGEP_21240",1,1,1,1,1,1,1,1,1
"AJBGEP_21245",1,1,1,1,1,1,1,1,1
"AJBGEP_21255",1,1,1,1,1,1,1,1,1
"AJBGEP_21265",1,1,1,1,1,1,1,1,1
"AJBGEP_21270",1,1,1,1,1,1,1,1,1
"AJBGEP_21275",1,1,1,1,1,1,1,1,1
"AJBGEP_21280",1,1,1,1,1,1,1,1,1
"AJBGEP_21285",1,1,1,1,1,1,1,1,1
"AJBGEP_21290",1,1,1,1,1,1,1,1,1
"AJBGEP_21300",1,1,1,1,1,1,1,1,1
"AJBGEP_21305",1,1,1,1,1,1,1,1,1
"AJBGEP_21310",1,1,1,1,1,1,1,1,1
"AJBGEP_21315",1,1,1,1,1,1,1,1,1
"AJBGEP_21320",1,1,1,1,1,1,1,1,1
"AJBGEP_21325",1,1,1,1,1,1,1,1,1
"AJBGEP_21330",1,1,1,1,1,1,1,1,1
"AJBGEP_21335",1,1,1,1,1,1,1,1,1
"AJBGEP_21340",1,1,1,1,1,1,1,1,1
"AJBGEP_21345",1,1,1,1,1,1,1,1,1
"AJBGEP_21350",1,1,1,1,1,1,1,1,1
"AJBGEP_21355",1,1,1,1,1,1,1,1,1
"AJBGEP_21360",1,1,1,1,1,1,1,1,1
"AJBGEP_21365",1,1,1,1,1,1,1,1,1
"AJBGEP_21375",1,1,1,1,1,1,1,1,1
"AJBGEP_21380",1,1,1,1,1,1,1,1,1
"AJBGEP_21390",1,1,1,1,1,1,1,1,1
"AJBGEP_21395",1,1,1,1,1,1,1,1,1
"AJBGEP_21400",1,1,1,1,1,1,1,1,1
"AJBGEP_21405",1,1,1,1,1,1,1,1,1
"AJBGEP_21410",1,1,1,1,1,1,1,1,1
"AJBGEP_21415",1,1,1,1,1,1,1,1,1
"AJBGEP_21420",1,1,1,1,1,1,1,1,1
"AJBGEP_21425",1,1,1,1,1,1,1,1,1
"AJBGEP_21430",1,1,1,1,1,1,1,1,1
"AJBGEP_21435",1,1,1,1,1,1,1,1,1
"AJBGEP_21440",1,1,1,1,1,1,1,1,1
"AJBGEP_21445",1,1,1,1,1,1,1,1,1
"AJBGEP_21450",1,1,1,1,1,1,1,1,1
"AJBGEP_21455",1,1,1,1,1,1,1,1,1
"AJBGEP_21460",1,1,1,1,1,1,1,1,1
"AJBGEP_21465",1,1,1,1,1,1,1,1,1
"AJBGEP_21470",1,1,1,1,1,1,1,1,1
"AJBGEP_21475",1,1,1,1,1,1,1,1,1
"AJBGEP_21480",1,1,1,1,1,1,1,1,1
"AJBGEP_21485",1,1,1,1,1,1,1,1,1
"AJBGEP_21490",1,1,1,1,1,1,1,1,1
"AJBGEP_21495",1,1,1,1,1,1,1,1,1
"AJBGEP_21500",1,1,1,1,1,1,1,1,1
"AJBGEP_21505",1,1,1,1,1,1,1,1,1
"AJBGEP_21510",1,1,1,1,1,1,1,1,1
"AJBGEP_21515",1,1,1,1,1,1,1,1,1
"AJBGEP_21520",1,1,1,1,1,1,1,1,1
"AJBGEP_21535",1,1,1,1,1,1,1,1,1
"AJBGEP_21540",1,1,1,1,1,1,1,1,1
"AJBGEP_21555",1,1,1,1,1,1,1,1,1
"AJBGEP_21560",1,1,1,1,1,1,1,1,1
"AJBGEP_21565",1,1,1,1,1,1,1,1,1
"AJBGEP_21585",1,1,1,1,1,1,1,1,1
"AJBGEP_21590",1,1,1,1,1,1,1,1,1
"AJBGEP_21595",1,1,1,1,1,1,1,1,1
"AJBGEP_21600",1,1,1,1,1,1,1,1,1
"AJBGEP_21610",1,1,1,1,1,1,1,1,1
"AJBGEP_21615",1,1,1,1,1,1,1,1,1
"AJBGEP_21650",1,1,1,1,1,1,1,1,1
"AJBGEP_21655",1,1,1,1,1,1,1,1,1
"AJBGEP_21675",1,1,1,1,1,1,1,1,1
"AJBGEP_21680",1,1,1,1,1,1,1,1,1
"AJBGEP_22795",1,1,1,1,1,1,1,1,1
"AJBGEP_22800",1,1,1,1,1,1,1,1,1
"AJBGEP_22805",1,1,1,1,1,1,1,1,1
"AJBGEP_22830",1,1,1,1,1,1,1,1,1
"AJBGEP_22835",1,1,1,1,1,1,1,1,1
"AJBGEP_22845",1,1,1,1,1,1,1,1,1
"AJBGEP_22855",1,1,1,1,1,1,1,1,1
"AJBGEP_22860",1,1,1,1,1,1,1,1,1
"AJBGEP_22865",1,1,1,1,1,1,1,1,1
"AJBGEP_22870",1,1,1,1,1,1,1,1,1
"AJBGEP_22875",1,1,1,1,1,1,1,1,1
"AJBGEP_22880",1,1,1,1,1,1,1,1,1
"AJBGEP_22885",1,1,1,1,1,1,1,1,1
"AJBGEP_22890",1,1,1,1,1,1,1,1,1
"AJBGEP_22895",1,1,1,1,1,1,1,1,1
"AJBGEP_22900",1,1,1,1,1,1,1,1,1
"AJBGEP_22905",1,1,1,1,1,1,1,1,1
"AJBGEP_22920",1,1,1,1,1,1,1,1,1
"AJBGEP_22925",1,1,1,1,1,1,1,1,1
"AJBGEP_22930",1,1,1,1,1,1,1,1,1
"AJBGEP_22945",1,1,1,1,1,1,1,1,1
"AJBGEP_22950",1,1,1,1,1,1,1,1,1
"AJBGEP_22955",1,1,1,1,1,1,1,1,1
"AJBGEP_22960",1,1,1,1,1,1,1,1,1
"AJBGEP_22965",1,1,1,1,1,1,1,1,1
"AJBGEP_22970",1,1,1,1,1,1,1,1,1
"AJBGEP_22980",1,1,1,1,1,1,1,1,1
"AJBGEP_22985",1,1,1,1,1,1,1,1,1
"AJBGEP_22990",1,1,1,1,1,1,1,1,1
"AJBGEP_22995",1,1,1,1,1,1,1,1,1
"AJBGEP_23005",1,1,1,1,1,1,1,1,1
"AJBGEP_23010",1,1,1,1,1,1,1,1,1
"AJBGEP_23015",1,1,1,1,1,1,1,1,1
"AJBGEP_23020",1,1,1,1,1,1,1,1,1
"AJBGEP_23025",1,1,1,1,1,1,1,1,1
"AJBGEP_23035",1,1,1,1,1,1,1,1,1
"AJBGEP_23040",1,1,1,1,1,1,1,1,1
"AJBGEP_23045",1,1,1,1,1,1,1,1,1
"AJBGEP_23050",1,1,1,1,1,1,1,1,1
"AJBGEP_23055",1,1,1,1,1,1,1,1,1
"AJBGEP_23060",1,1,1,1,1,1,1,1,1
"AJBGEP_23065",1,1,1,1,1,1,1,1,1
"AJBGEP_23070",1,1,1,1,1,1,1,1,1
"AJBGEP_23075",1,1,1,1,1,1,1,1,1
"AJBGEP_23080",1,1,1,1,1,1,1,1,1
"AJBGEP_23085",1,1,1,1,1,1,1,1,1
"AJBGEP_23095",1,1,1,1,1,1,1,1,1
"AJBGEP_23100",1,1,1,1,1,1,1,1,1
"AJBGEP_23110",1,1,1,1,1,1,1,1,1
"AJBGEP_23115",1,1,1,1,1,1,1,1,1
"AJBGEP_23125",1,1,1,1,1,1,1,1,1
"AJBGEP_23130",1,1,1,1,1,1,1,1,1
"AJBGEP_23135",1,1,1,1,1,1,1,1,1
"AJBGEP_23235",1,1,1,1,1,1,1,1,1
"AJBGEP_23240",1,1,1,1,1,1,1,1,1
"AJBGEP_23245",1,1,1,1,1,1,1,1,1
"AJBGEP_23250",1,1,1,1,1,1,1,1,1
"AJBGEP_23255",1,1,1,1,1,1,1,1,1
"AJBGEP_23260",1,1,1,1,1,1,1,1,1
"AJBGEP_23265",1,1,1,1,1,1,1,1,1
"AJBGEP_23270",1,1,1,1,1,1,1,1,1
"AJBGEP_23275",1,1,1,1,1,1,1,1,1
"AJBGEP_23280",1,1,1,1,1,1,1,1,1
"AJBGEP_23285",1,1,1,1,1,1,1,1,1
"AJBGEP_23305",1,1,1,1,1,1,1,1,1
"AJBGEP_23315",1,1,1,1,1,1,1,1,1
"AJBGEP_23845",1,1,1,1,1,1,1,1,1
"AJBGEP_23865",1,1,1,1,1,1,1,1,1
"AJBGEP_23870",1,1,1,1,1,1,1,1,1
"AJBGEP_23875",1,1,1,1,1,1,1,1,1
"AJBGEP_23880",1,1,1,1,1,1,1,1,1
"AJBGEP_23885",1,1,1,1,1,1,1,1,1
"AJBGEP_23890",1,1,1,1,1,1,1,1,1
"AJBGEP_23895",1,1,1,1,1,1,1,1,1
"AJBGEP_23900",1,1,1,1,1,1,1,1,1
"AJBGEP_23915",1,1,1,1,1,1,1,1,1
"AJBGEP_23920",1,1,1,1,1,1,1,1,1
"AJBGEP_23925",1,1,1,1,1,1,1,1,1
"AJBGEP_23930",1,1,1,1,1,1,1,1,1
"AJBGEP_23935",1,1,1,1,1,1,1,1,1
"AJBGEP_23965",1,1,1,1,1,1,1,1,1
"AJBGEP_23970",1,1,1,1,1,1,1,1,1
"AJBGEP_23975",1,1,1,1,1,1,1,1,1
"AJBGEP_23980",1,1,1,1,1,1,1,1,1
"AJBGEP_23985",1,1,1,1,1,1,1,1,1
"AJBGEP_23990",1,1,1,1,1,1,1,1,1
"AJBGEP_23995",1,1,1,1,1,1,1,1,1
"AJBGEP_24000",1,1,1,1,1,1,1,1,1
"AJBGEP_24010",1,1,1,1,1,1,1,1,1
"AJBGEP_24015",1,1,1,1,1,1,1,1,1
"AJBGEP_24020",1,1,1,1,1,1,1,1,1
"AJBGEP_24025",1,1,1,1,1,1,1,1,1
"AJBGEP_24030",1,1,1,1,1,1,1,1,1
"AJBGEP_24035",1,1,1,1,1,1,1,1,1
"AJBGEP_24040",1,1,1,1,1,1,1,1,1
"AJBGEP_24060",1,1,1,1,1,1,1,1,1
"LNHIMF_12270",1,1,1,1,1,1,1,1,1
"IKCLMC_03695",1,1,1,1,1,1,1,1,1
"IKCLMC_03740",1,1,1,1,1,1,1,1,1
"IKCLMC_14440",1,1,1,1,1,1,1,1,1
"IKCLMC_24165",1,1,1,1,1,1,1,1,1
"PKJKAM_03820",1,1,1,1,1,1,1,1,1
"AJBGEP_00320",1,1,1,1,1,1,1,1,1
"AJBGEP_00325",1,1,1,1,1,1,1,1,1
"AJBGEP_00330",1,1,1,1,1,1,1,1,1
"AJBGEP_00340",1,1,1,1,1,1,1,1,1
"AJBGEP_00345",1,1,1,1,1,1,1,1,1
"AJBGEP_00360",1,1,1,1,1,1,1,1,1
"AJBGEP_00365",1,1,1,1,1,1,1,1,1
"AJBGEP_00370",1,1,1,1,1,1,1,1,1
"AJBGEP_00375",1,1,1,1,1,1,1,1,1
"AJBGEP_00380",1,1,1,1,1,1,1,1,1
"AJBGEP_00385",1,1,1,1,1,1,1,1,1
"AJBGEP_00395",1,1,1,1,1,1,1,1,1
"AJBGEP_00400",1,1,1,1,1,1,1,1,1
"AJBGEP_00405",1,1,1,1,1,1,1,1,1
"AJBGEP_00410",1,1,1,1,1,1,1,1,1
"AJBGEP_00420",1,1,1,1,1,1,1,1,1
"AJBGEP_00425",1,1,1,1,1,1,1,1,1
"AJBGEP_00450",1,1,1,1,1,1,1,1,1
"AJBGEP_00455",1,1,1,1,1,1,1,1,1
"AJBGEP_00460",1,1,1,1,1,1,1,1,1
"AJBGEP_00465",1,1,1,1,1,1,1,1,1
"AJBGEP_00470",1,1,1,1,1,1,1,1,1
"AJBGEP_00475",1,1,1,1,1,1,1,1,1
"AJBGEP_00480",1,1,1,1,1,1,1,1,1
"AJBGEP_00485",1,1,1,1,1,1,1,1,1
"AJBGEP_00495",1,1,1,1,1,1,1,1,1
"AJBGEP_00500",1,1,1,1,1,1,1,1,1
"AJBGEP_00510",1,1,1,1,1,1,1,1,1
"AJBGEP_00515",1,1,1,1,1,1,1,1,1
"AJBGEP_00520",1,1,1,1,1,1,1,1,1
"AJBGEP_00525",1,1,1,1,1,1,1,1,1
"AJBGEP_02115",1,1,1,1,1,1,1,1,1
"AJBGEP_02120",1,1,1,1,1,1,1,1,1
"AJBGEP_02125",1,1,1,1,1,1,1,1,1
"AJBGEP_02130",1,1,1,1,1,1,1,1,1
"AJBGEP_02135",1,1,1,1,1,1,1,1,1
"AJBGEP_02150",1,1,1,1,1,1,1,1,1
"AJBGEP_02165",1,1,1,1,1,1,1,1,1
"AJBGEP_02170",1,1,1,1,1,1,1,1,1
"AJBGEP_02175",1,1,1,1,1,1,1,1,1
"AJBGEP_02180",1,1,1,1,1,1,1,1,1
"AJBGEP_02185",1,1,1,1,1,1,1,1,1
"AJBGEP_02190",1,1,1,1,1,1,1,1,1
"AJBGEP_02195",1,1,1,1,1,1,1,1,1
"AJBGEP_02200",1,1,1,1,1,1,1,1,1
"AJBGEP_02210",1,1,1,1,1,1,1,1,1
"AJBGEP_02215",1,1,1,1,1,1,1,1,1
"AJBGEP_02220",1,1,1,1,1,1,1,1,1
"AJBGEP_02230",1,1,1,1,1,1,1,1,1
"AJBGEP_02240",1,1,1,1,1,1,1,1,1
"AJBGEP_02245",1,1,1,1,1,1,1,1,1
"AJBGEP_02250",1,1,1,1,1,1,1,1,1
"AJBGEP_02255",1,1,1,1,1,1,1,1,1
"AJBGEP_02260",1,1,1,1,1,1,1,1,1
"AJBGEP_02265",1,1,1,1,1,1,1,1,1
"AJBGEP_02270",1,1,1,1,1,1,1,1,1
"AJBGEP_02275",1,1,1,1,1,1,1,1,1
"AJBGEP_02280",1,1,1,1,1,1,1,1,1
"AJBGEP_02295",1,1,1,1,1,1,1,1,1
"AJBGEP_02300",1,1,1,1,1,1,1,1,1
"AJBGEP_02305",1,1,1,1,1,1,1,1,1
"AJBGEP_02310",1,1,1,1,1,1,1,1,1
"AJBGEP_02315",1,1,1,1,1,1,1,1,1
"AJBGEP_02320",1,1,1,1,1,1,1,1,1
"AJBGEP_02325",1,1,1,1,1,1,1,1,1
"AJBGEP_02330",1,1,1,1,1,1,1,1,1
"AJBGEP_02335",1,1,1,1,1,1,1,1,1
"AJBGEP_02340",1,1,1,1,1,1,1,1,1
"AJBGEP_02345",1,1,1,1,1,1,1,1,1
"AJBGEP_02355",1,1,1,1,1,1,1,1,1
"AJBGEP_02360",1,1,1,1,1,1,1,1,1
"AJBGEP_02365",1,1,1,1,1,1,1,1,1
