# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_4	cds	902295	902870	+	ONMMKP_04910	yceI	YceI family protein	COG:COG2353, COG:R, GO:0042597, RefSeq:WP_000739886.1, SO:0001217, UniParc:UPI0000059FBF, UniRef:UniRef100_A9MH07, UniRef:UniRef50_P0A8X3, UniRef:UniRef90_A9MH07
contig_4	cds	902922	903974	-	ONMMKP_04915	trhO	rhodanese-related sulfurtransferase	COG:COG1054, COG:J, EC:1.14.-.-, GO:0006400, GO:0016705, KEGG:K07146, RefSeq:WP_001144637.1, SO:0001217, UniParc:UPI000048ED73, UniRef:UniRef100_B5FL09, UniRef:UniRef50_A9MH08, UniRef:UniRef90_A9MH08
contig_4	cds	904194	905114	+	ONMMKP_04920	lpxL	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis)	COG:COG1560, COG:I, RefSeq:WP_000163973.1, SO:0001217, UniParc:UPI00000CD003, UniRef:UniRef100_E8XES3, UniRef:UniRef50_P45239, UniRef:UniRef90_E8XES3
contig_4	cds	905269	906483	+	ONMMKP_04925	mdtG	multidrug efflux MFS transporter MdtG	COG:COG2814, COG:G, GO:0005886, GO:0022857, GO:0055085, RefSeq:WP_000075053.1, SO:0001217, UniParc:UPI0001603D58, UniRef:UniRef100_B5F954, UniRef:UniRef50_B7NL82, UniRef:UniRef90_B7LT82
contig_4	cds	906565	906939	+	ONMMKP_04930	mysB	MysB family protein	RefSeq:WP_000180050.1, SO:0001217, UniParc:UPI0000059FC3, UniRef:UniRef100_A0A5I5V7M2, UniRef:UniRef50_P25738, UniRef:UniRef90_A0A5U2DM09
contig_4	cds	906940	907167	-	ONMMKP_04935	yceK	YceK/YidQ family lipoprotein	COG:COG5645, COG:S, RefSeq:WP_001217832.1, SO:0001217, UniParc:UPI0000059FC4, UniRef:UniRef100_A0A8E7D327, UniRef:UniRef50_A9MH12, UniRef:UniRef90_A9MH12
contig_4	cds	907241	909784	-	ONMMKP_04940	mdoH	glucans biosynthesis glucosyltransferase MdoH	COG:COG2943, COG:MG, EC:2.4.1.-, GO:0005886, GO:0009250, GO:0016758, RefSeq:WP_001044608.1, SO:0001217, UniParc:UPI00016C1C3F, UniRef:UniRef100_A0A5I6DK91, UniRef:UniRef50_Q8ZQ26, UniRef:UniRef90_Q8ZQ26
contig_4	cds	909777	911330	-	ONMMKP_04945	mdoG	glucans biosynthesis protein MdoG	BlastRules:WP_001562609, COG:COG3131, COG:M, GO:0003824, GO:0009250, GO:0030246, GO:0042597, SO:0001217, UniParc:UPI00016C1C3E, UniRef:UniRef100_A0A6C8F194, UniRef:UniRef50_Q9F496, UniRef:UniRef90_Q83RU3
contig_4	cds	911584	912738	+	ONMMKP_04950	mdoC	glucans biosynthesis protein MdoC	EC:2.1.-.-, GO:0005886, GO:0009250, GO:0016740, GO:0016741, GO:0016747, RefSeq:WP_000100069.1, SO:0001217, UniParc:UPI000048ED78, UniRef:UniRef100_B5F959, UniRef:UniRef50_Q8ZQ27, UniRef:UniRef90_Q8ZQ27
contig_4	cds	912755	914239	-	ONMMKP_04955		Cardiolipin synthase C	RefSeq:WP_000735910.1, SO:0001217, UniParc:UPI00000CD001, UniRef:UniRef100_A0A6C6Z382, UniRef:UniRef90_A0A6C6Z382
contig_4	cds	914178	914717	-	ONMMKP_04960	ymdB	O-acetyl-ADP-ribose deacetylase	COG:COG2110, COG:J, EC:3.1.1.106, GO:0001883, GO:0003824, GO:0008428, GO:0019213, GO:0042278, RefSeq:WP_000203944.1, SO:0001217, UniParc:UPI000013B992, UniRef:UniRef100_P67342, UniRef:UniRef50_P67342, UniRef:UniRef90_P67342
contig_4	cds	914804	915124	-	ONMMKP_04965	ymdA	Uncharacterized protein YmdA	RefSeq:WP_000111254.1, SO:0001217, UniParc:UPI0000059FCA, UniRef:UniRef100_P0A1T1, UniRef:UniRef50_P0A1T1, UniRef:UniRef90_P0A1T1
contig_4	cds	915255	915581	-	ONMMKP_04970	csgC	curli assembly protein CsgC	GO:0042597, RefSeq:WP_000557256.1, SO:0001217, UniParc:UPI000012852E, UniRef:UniRef100_P0A1Z9, UniRef:UniRef50_P0A1Z9, UniRef:UniRef90_P0A1Z9, VFDB:VFC0001, VFDB:VFG000459
contig_4	cds	915643	916098	-	ONMMKP_04975	csgA	curli major subunit CsgA	GO:0007155, GO:0009289, RefSeq:WP_000771416.1, SO:0001217, UniParc:UPI0000059FCC, UniRef:UniRef100_P0A1E7, UniRef:UniRef50_P0A1E7, UniRef:UniRef90_P0A1E7
contig_4	cds	916140	916595	-	ONMMKP_04980	csgB	minor curlin subunit precursor, curli nucleator protein CsgB	GO:0007155, GO:0009289, RefSeq:WP_000791655.1, SO:0001217, UniParc:UPI000012852C, UniRef:UniRef100_P0A1E9, UniRef:UniRef50_P0A1E9, UniRef:UniRef90_P0A1E9, VFDB:VFC0001, VFDB:VFG000457
contig_4	ncRNA	917202	917295	+	ONMMKP_04985	ES056	ES056 sRNA	RFAM:RF02752, SO:0000655
contig_4	cds	917350	918000	+	ONMMKP_04990	csgD	DNA-binding transcriptional regulator CsgD	COG:COG2197, COG:TK, GO:0003677, GO:0006355, RefSeq:WP_000481517.1, SO:0001217, UniParc:UPI0000128530, UniRef:UniRef100_O54294, UniRef:UniRef50_P52106, UniRef:UniRef90_O54294, VFDB:VFC0001, VFDB:VFG004125
contig_4	cds	918005	918400	+	ONMMKP_04995	csgE	curli production assembly/transport protein CsgE	KEGG:K04337, RefSeq:WP_000833306.1, SO:0001217, UniParc:UPI00016C1AE9, UniRef:UniRef100_A0A608S688, UniRef:UniRef50_P0AE97, UniRef:UniRef90_P0A201, VFDB:VFC0001, VFDB:VFG000460
contig_4	cds	918427	918843	+	ONMMKP_05000	csgF	curli production assembly/transport protein CsgF	KEGG:K04338, RefSeq:WP_001264073.1, SO:0001217, UniParc:UPI0000059FD0, UniRef:UniRef100_P0A203, UniRef:UniRef50_P0A203, UniRef:UniRef90_P0A203, VFDB:VFC0001, VFDB:VFG000461
contig_4	cds	918870	919703	+	ONMMKP_05005	csgG	curli production assembly/transport protein CsgG	COG:COG1462, COG:M, GO:0005886, GO:0030288, RefSeq:WP_001137620.1, SO:0001217, UniParc:UPI0000059FD1, UniRef:UniRef100_P0A205, UniRef:UniRef50_A8AI45, UniRef:UniRef90_A8AI45, VFDB:VFC0001, VFDB:VFG000462
contig_4	cds	919742	920236	-	ONMMKP_05010	ycdZ	Inner membrane protein YcdZ	GO:0005886, SO:0001217, UniParc:UPI00017A8BAE, UniRef:UniRef100_A0A3T3EP46, UniRef:UniRef50_P75916, UniRef:UniRef90_O54290
contig_4	cds	920325	920879	-	ONMMKP_05015	torD	Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation	COG:COG3381, COG:O, RefSeq:WP_001001890.1, SO:0001217, UniParc:UPI000169FC83, UniRef:UniRef100_A0A1S0ZKM7, UniRef:UniRef50_P75915, UniRef:UniRef90_A0A2I5HI00
contig_4	cds	920903	921640	-	ONMMKP_05020	ycdX	putative phosphatase YcdX	COG:COG1387, COG:ER, EC:3.1.3.-, GO:0008270, GO:0016791, RefSeq:WP_000283643.1, SO:0001217, UniParc:UPI0000059FD4, UniRef:UniRef100_B5F973, UniRef:UniRef50_Q8EGF2, UniRef:UniRef90_A9MH26
contig_4	cds	921725	922663	-	ONMMKP_05025	ghrA	glyoxylate/hydroxypyruvate reductase GhrA	COG:COG0111, COG:H, EC:1.1.1.79, EC:1.1.1.81, GO:0005737, GO:0008465, GO:0016618, GO:0030267, GO:0051287, RefSeq:WP_000402551.1, SO:0001217, UniParc:UPI00016BEAA2, UniRef:UniRef100_B5F974, UniRef:UniRef50_Q8X9K1, UniRef:UniRef90_Q8Z7M6
contig_4	tRNA	922899	922986	+	ONMMKP_05030	trnS	tRNA-Ser(gga)	SO:0000269
contig_4	cds	923321	924424	-	ONMMKP_05035	mviM	putative dehydrogenase	COG:COG0673, COG:R, SO:0001217, UniParc:UPI00016A029A, UniRef:UniRef100_A0A603NAD0, UniRef:UniRef50_P39353, UniRef:UniRef90_A0A379XRM8
contig_4	cds	924438	925718	-	ONMMKP_05040	araJ	MFS transporter	COG:COG2814, COG:G, RefSeq:WP_000560758.1, SO:0001217, UniParc:UPI0001603E31, UniRef:UniRef100_A0A5W5D724, UniRef:UniRef50_A0A447NWU3, UniRef:UniRef90_A0A447NWU3
contig_4	cds	926001	926693	-	ONMMKP_05045		Outer membrane protein	KEGG:K22110, RefSeq:WP_000700610.1, SO:0001217, UniParc:UPI00000CCFFD, UniRef:UniRef100_A0A724T4U2, UniRef:UniRef50_A0A2A7U4T0, UniRef:UniRef90_A0A3K6BLE9
contig_4	cds	926739	927887	-	ONMMKP_05050	nanM	N-acetylneuraminate epimerase	COG:COG3055, COG:M, EC:5.1.3.24, GO:0005975, GO:0016857, GO:0042597, SO:0001217, UniRef:UniRef50_Q8ZQ34, UniRef:UniRef90_Q8ZQ34
contig_4	cds	928405	929085	+	ONMMKP_05055	nanE1	Putative N-acetylmannosamine-6-phosphate 2-epimerase 1	COG:COG3010, COG:G, EC:5.1.3.9, GO:0005829, GO:0005975, GO:0006053, GO:0009385, GO:0019262, GO:0047465, RefSeq:WP_001537455.1, SO:0001217, UniParc:UPI00016C1AE7, UniRef:UniRef100_A0A5V1RK90, UniRef:UniRef50_Q8ZLQ7, UniRef:UniRef90_P60631
contig_4	cds	929422	930918	+	ONMMKP_05060	putP	Na+/proline symporter	COG:COG0591, COG:E, RefSeq:WP_000628085.1, SO:0001217, UniParc:UPI000048ED82, UniRef:UniRef100_A0A1S0ZKN7, UniRef:UniRef50_Q5E733, UniRef:UniRef90_A0A6X9MAX2
contig_4	ncRNA	930919	931203	-	ONMMKP_05065	STnc500	STnc500 Hfq binding RNA	RFAM:RF01406, SO:0000655
contig_4	cds	931204	932085	+	ONMMKP_05070	rpiR	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	COG:COG1737, COG:K, RefSeq:WP_000433673.1, SO:0001217, UniParc:UPI0000059FDD, UniRef:UniRef100_M7S4H7, UniRef:UniRef50_P44540, UniRef:UniRef90_A0A3F3ICY8
contig_4	cds	932191	932979	-	ONMMKP_05075	phoH	phosphate starvation-inducible protein PhoH	COG:COG1702, COG:T, RefSeq:WP_000533527.1, SO:0001217, UniParc:UPI0001603E3B, UniRef:UniRef100_A0A5X5AI67, UniRef:UniRef50_P0A9K2, UniRef:UniRef90_A0A0L7T0M4
contig_4	ncRNA	932196	932389	+	ONMMKP_05080	Ysr251	Yersinia sRNA 251	RFAM:RF02855, SO:0000655
contig_4	cds	932958	933254	-	ONMMKP_05085	phoH	Protein phoH	SO:0001217, UniParc:UPI00016A04DC, UniRef:UniRef100_A0A603NB63, UniRef:UniRef50_A0A379R5P5, UniRef:UniRef90_A0A379R5P5
contig_4	cds	933872	935380	-	ONMMKP_05090	putP	sodium/proline symporter PutP	COG:COG0591, COG:E, GO:0005298, GO:0005886, GO:0006814, GO:0015193, GO:0015824, GO:0016020, GO:0031402, GO:0055085, GO:0071235, RefSeq:WP_001018467.1, SO:0001217, UniParc:UPI0000132B89, UniRef:UniRef100_P10502, UniRef:UniRef50_P07117, UniRef:UniRef90_P07117
contig_4	cds	935802	939764	+	ONMMKP_05095	putA	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	COG:COG4230, COG:E, GO:0001046, GO:0001217, GO:0003700, GO:0003842, GO:0004657, GO:0006355, GO:0006561, GO:0006562, GO:0009898, GO:0010133, GO:0010238, GO:0016620, GO:0043565, GO:0045892, GO:0071235, GO:0098531, GO:0098562, GO:1901973, RefSeq:WP_000537513.1, SO:0001217, UniParc:UPI00016C19A8, UniRef:UniRef100_A0A3U9PY58, UniRef:UniRef50_P09546, UniRef:UniRef90_P10503
contig_4	cds	939823	940218	+	ONMMKP_05100	yecT	DUF1311 domain-containing protein	COG:COG3755, COG:S, RefSeq:WP_000821068.1, SO:0001217, UniParc:UPI0001603EFF, UniRef:UniRef100_A0A603NAC0, UniRef:UniRef50_A0A6N3HGW7, UniRef:UniRef90_A0A2C9P1B0
contig_4	cds	940215	940853	-	ONMMKP_05105	rutR	HTH-type transcriptional regulator RutR	COG:COG1309, COG:K, GO:0003677, GO:0045892, RefSeq:WP_000083128.1, SO:0001217, UniParc:UPI00004F7AE4, UniRef:UniRef100_A0A8E7CMV8, UniRef:UniRef50_P0ACU3, UniRef:UniRef90_A0A379WVR4
contig_4	cds	940990	941157	-	ONMMKP_05110	gsiB	General stress protein YciG, contains tandem KGG domains	COG:COG3729, COG:R, RefSeq:WP_001273663.1, SO:0001217, UniParc:UPI00000CCFF7, UniRef:UniRef100_A0A5I1DJE1, UniRef:UniRef50_Q9I1W9, UniRef:UniRef90_A0A5I1DJE1
contig_4	cds	941542	942138	+	ONMMKP_05115	wrbA	NAD(P)H:quinone oxidoreductase	COG:C, COG:COG0655, EC:1.6.5.2, GO:0003955, GO:0008753, GO:0010181, GO:0050136, GO:0050660, GO:0050661, GO:0051287, RefSeq:WP_001062898.1, SO:0001217, UniParc:UPI0001603912, UniRef:UniRef100_B5F202, UniRef:UniRef50_Q8X4B4, UniRef:UniRef90_Q8X4B4
contig_4	cds	942159	942386	+	ONMMKP_05120	wrbA	NAD(P)H:quinone oxidoreductase	EC:1.6.5.2, GO:0003955, GO:0010181, RefSeq:WP_001143125.1, SO:0001217, UniParc:UPI00000CCFF6, UniRef:UniRef100_A0A379VTF0, UniRef:UniRef50_Q8X4B4, UniRef:UniRef90_A0A379VTF0
contig_4	cds	942420	943661	-	ONMMKP_05125	agp	bifunctional glucose-1-phosphatase/inositol phosphatase	EC:3.1.3.10, EC:3.1.3.8, GO:0008877, GO:0016311, GO:0030288, GO:0050308, RefSeq:WP_000749206.1, SO:0001217, UniParc:UPI00016C19A6, UniRef:UniRef100_A0A3U4K634, UniRef:UniRef50_P19926, UniRef:UniRef90_O33921
contig_4	cds	943794	944300	-	ONMMKP_05130	trxA	Thiol-disulfide isomerase or thioredoxin	COG:COG0526, COG:O, RefSeq:WP_000907528.1, SO:0001217, UniParc:UPI00016C1079, UniRef:UniRef100_A0A620WAL4, UniRef:UniRef50_A0A4R6E9U2, UniRef:UniRef90_A0A2I5HI73
contig_4	cds	944290	944913	-	ONMMKP_05135	dsbC	Protein thiol-disulfide isomerase DsbC	COG:COG1651, COG:O, RefSeq:WP_000876682.1, SO:0001217, UniParc:UPI00016C19A5, UniRef:UniRef100_A0A3Y5LEZ3, UniRef:UniRef50_A0A377M0S0, UniRef:UniRef90_A0A0K0H9N3
contig_4	cds	944910	946796	-	ONMMKP_05140	dsbD	Thiol:disulfide interchange protein DsbD	COG:COG4232, COG:O, KEGG:K08344, RefSeq:WP_000972970.1, SO:0001217, UniParc:UPI00016C19A4, UniRef:UniRef100_A0A3R1DJD7, UniRef:UniRef50_A0A379QAA4, UniRef:UniRef90_A0A379QAA4
contig_4	cds	946845	947207	-	ONMMKP_05145		Copper resistance protein	RefSeq:WP_001118902.1, SO:0001217, UniParc:UPI00000D020A, UniRef:UniRef100_A0A5W5I279, UniRef:UniRef50_D4BBN8, UniRef:UniRef90_A0A605YM95
contig_4	cds	947443	948363	+	ONMMKP_05150	cbpA	curved DNA-binding protein	COG:COG0484, COG:O, GO:0003681, GO:0005737, GO:0006457, GO:0009295, GO:0051082, RefSeq:WP_000420603.1, SO:0001217, UniParc:UPI0000059FEB, UniRef:UniRef100_B5F1Z5, UniRef:UniRef50_Q87VN8, UniRef:UniRef90_A9MH53
contig_4	cds	948363	948668	+	ONMMKP_05155	cbpM	chaperone modulator CbpM	RefSeq:WP_001284251.1, SO:0001217, UniParc:UPI0000059FEC, UniRef:UniRef100_B5F1Z4, UniRef:UniRef50_B5F1Z4, UniRef:UniRef90_B5F1Z4
contig_4	cds	949322	949684	+	ONMMKP_05160	iraM	Anti-adapter protein IraM	GO:0005737, GO:0009267, KEGG:K21638, RefSeq:WP_001537781.1, SO:0001217, UniParc:UPI000048ED8C, UniRef:UniRef100_Q57QP5, UniRef:UniRef50_Q9F0N8, UniRef:UniRef90_Q9F0N8
contig_4	cds	950092	951030	-	ONMMKP_05165	elaC	Ribonuclease BN, tRNA processing enzyme	COG:COG1234, COG:J, RefSeq:WP_000976561.1, SO:0001217, UniParc:UPI00004F7ADD, UniRef:UniRef100_A0A5W9FG70, UniRef:UniRef50_A0A344R3F1, UniRef:UniRef90_A0A344R3F1
contig_4	cds	951044	951940	-	ONMMKP_05170	hpaA	4-hydroxyphenylacetate catabolism regulatory protein HpaA	COG:COG2207, COG:K, GO:0003700, GO:0006355, GO:0043565, KEGG:K02508, RefSeq:WP_000336602.1, SO:0001217, UniParc:UPI00000CCFF2, UniRef:UniRef100_A0A5H8JK28, UniRef:UniRef50_A0A0J2H389, UniRef:UniRef90_A9MH56
contig_4	cds	951950	953326	-	ONMMKP_05175		4-hydroxyphenylacetate permease	RefSeq:WP_001285795.1, SO:0001217, UniParc:UPI000048ED8E, UniRef:UniRef100_A0A1S0ZL40, UniRef:UniRef90_A0A181XZU8
contig_4	cds	953398	954189	-	ONMMKP_05180	hpaI	4-hydroxy-2-oxoheptanedioate aldolase	COG:COG3836, COG:G, EC:4.1.2.52, GO:0005737, GO:0010124, GO:0016832, GO:0018802, GO:0043863, GO:0046872, RefSeq:WP_000785082.1, SO:0001217, UniParc:UPI00016C1865, UniRef:UniRef100_A0A3V1KES8, UniRef:UniRef50_Q47098, UniRef:UniRef90_Q8ZQ47
contig_4	cds	954200	955003	-	ONMMKP_05185	hpaH	2-oxo-hepta-3-ene-1,7-dioic acid hydratase	COG:COG3971, COG:Q, EC:4.2.1.163, GO:0018817, GO:0019439, GO:0046872, RefSeq:WP_000884795.1, SO:0001217, UniParc:UPI0000059FF1, UniRef:UniRef100_A0A5I1DL88, UniRef:UniRef50_P42270, UniRef:UniRef90_P42270
contig_4	cds	955148	955528	-	ONMMKP_05190		5-carboxymethyl-2-hydroxymuconate Delta-isomerase	EC:5.3.3.10, RefSeq:WP_001119849.1, SO:0001217, UniParc:UPI00000D0140, UniRef:UniRef100_A0A3S4GJN2, UniRef:UniRef50_A0A069Q2Z8, UniRef:UniRef90_D2ZA00
contig_4	cds	955538	956389	-	ONMMKP_05195	hpaD	3,4-dihydroxyphenylacetate 2,3-dioxygenase	COG:COG3384, COG:Q, EC:1.13.11.15, GO:0006725, GO:0008198, GO:0008687, KEGG:K00455, RefSeq:WP_000516978.1, SO:0001217, UniParc:UPI00000D00F9, UniRef:UniRef100_A0A5H5F8D2, UniRef:UniRef50_A0A5S4UQ07, UniRef:UniRef90_A0A085AB73
contig_4	cds	956391	957857	-	ONMMKP_05200	hpaE	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	COG:COG1012, COG:I, GO:0018480, GO:1901023, RefSeq:WP_000723524.1, SO:0001217, UniParc:UPI00000CCFEF, UniRef:UniRef100_A0A5I5VBL0, UniRef:UniRef50_P42269, UniRef:UniRef90_A0A6D1SJZ8
contig_4	cds	957854	959143	-	ONMMKP_05205	hpaG	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase	COG:COG0179, COG:Q, GO:0008704, GO:0018800, GO:0046872, GO:1901023, RefSeq:WP_000679210.1, SO:0001217, UniParc:UPI0000059FF4, UniRef:UniRef100_A0A1S0ZM99, UniRef:UniRef50_P37352, UniRef:UniRef90_Q9RPU5
contig_4	cds	959418	959858	+	ONMMKP_05210	hpaR	homoprotocatechuate degradation operon regulator HpaR	COG:COG1846, COG:K, GO:0003700, GO:0045892, RefSeq:WP_000543922.1, SO:0001217, UniParc:UPI00000D015A, UniRef:UniRef100_A0A8E6Y6G4, UniRef:UniRef50_P62573, UniRef:UniRef90_A0A2I5HIJ1
contig_4	cds	960076	961638	+	ONMMKP_05215	hpaB	4-hydroxyphenylacetate 3-monooxygenase, oxygenase component	COG:COG2368, COG:Q, EC:1.14.14.9, GO:0010124, GO:0016627, GO:0050660, GO:0052881, KEGG:K00483, RefSeq:WP_000801496.1, SO:0001217, UniParc:UPI00000CCFED, UniRef:UniRef100_A0A5H8JPZ5, UniRef:UniRef50_Q9HWT7, UniRef:UniRef90_Q57160
contig_4	cds	961656	962168	+	ONMMKP_05220	hpaC	4-hydroxyphenylacetate 3-monooxygenase reductase subunit	EC:1.14.14.9, EC:1.5.1.36, GO:0006208, GO:0010181, GO:0016651, GO:0019439, GO:0036382, GO:0042537, GO:0042602, GO:0051287, RefSeq:WP_001195551.1, SO:0001217, UniParc:UPI00016BE7D7, UniRef:UniRef100_A0A8E6XAP8, UniRef:UniRef50_Q48441, UniRef:UniRef90_Q8ZQ51
contig_4	cds	962501	962911	-	ONMMKP_05225	hiuH	hydroxyisourate hydrolase	COG:COG2351, COG:F, EC:3.5.2.17, GO:0006144, GO:0033971, GO:0042597, RefSeq:WP_000833182.1, SO:0001217, UniParc:UPI000048ED90, UniRef:UniRef100_A0A5W2AZ42, UniRef:UniRef50_Q4VYA5, UniRef:UniRef90_Q4VYA5
contig_4	cds	962990	963727	+	ONMMKP_05230	hprR	response regulator transcription factor HprR	COG:COG0745, COG:TK, SO:0001217, UniRef:UniRef50_P76340, UniRef:UniRef90_A0A0F5BCR2
contig_4	cds	963720	965084	+	ONMMKP_05235	kdpD	K+-sensing histidine kinase KdpD	COG:COG2205, COG:T, RefSeq:WP_000240031.1, SO:0001217, UniParc:UPI00016BF04C, UniRef:UniRef100_A0A3R1D965, UniRef:UniRef50_P76339, UniRef:UniRef90_A0A2I5HI97
contig_4	cds	965164	966726	+	ONMMKP_05240	pepD	C69 family dipeptidase	COG:COG4690, COG:E, EC:3.4.13.-, GO:0006508, GO:0016805, SO:0001217, UniParc:UPI00018117DD, UniRef:UniRef100_A0A6C8EZA5, UniRef:UniRef50_A0A655CC80, UniRef:UniRef90_A0A655CC80
contig_4	cds	966835	966945	+	ONMMKP_05245		Cytoplasmic protein	RefSeq:WP_000174813.1, SO:0001217, UniParc:UPI00000CCFE9, UniRef:UniRef100_A0A8E7D510, UniRef:UniRef50_A0A3G3DZX2, UniRef:UniRef90_A0A3G3DZX2
contig_4	cds	967449	969134	+	ONMMKP_05250	sopB	SPI-1 type III secretion system effector inositol phosphate phosphatase SopB	BlastRules:WP_001166946, BlastRules:WP_001166955, EC:3.1.3.-, GO:0020003, GO:0023057, GO:0030308, GO:0042577, GO:0045740, GO:0045859, GO:0071944, GO:0140677, RefSeq:WP_001166953.1, SO:0001217, UniParc:UPI00016C1862, UniRef:UniRef100_A0A625YWY5, UniRef:UniRef50_O30916, UniRef:UniRef90_O30916
contig_4	cds	969151	969492	+	ONMMKP_05255	sigE	type III secretion system chaperone SigE	BlastRules:WP_000444724, BlastRules:WP_000444726, GO:0005737, RefSeq:WP_000444720.1, SO:0001217, UniParc:UPI0000032E49, UniRef:UniRef100_O85306, UniRef:UniRef50_Q8Z7R2, UniRef:UniRef90_Q8Z7R2
contig_4	ncRNA	969822	969920	-	ONMMKP_05260	isrI	isrI Hfq binding RNA	RFAM:RF01392, SO:0000655
contig_4	cds	970040	970915	+	ONMMKP_05265	pipB	SPI-2 type III secretion system effector PipB	BlastRules:WP_001123045, COG:COG1357, COG:S, GO:0005576, GO:0016020, GO:0030254, GO:0033644, GO:0043657, RefSeq:WP_001123026.1, SO:0001217, UniParc:UPI00016C1720, UniRef:UniRef100_A0A605YNV6, UniRef:UniRef50_Q8ZQ59, UniRef:UniRef90_Q8ZQ59
contig_4	cds	971137	971817	+	ONMMKP_05270	pipA	type III secretion system effector protease PipA	BlastRules:WP_000938191, RefSeq:WP_000938178.1, SO:0001217, UniParc:UPI00016C171F, UniRef:UniRef100_A0A3Y5LEV0, UniRef:UniRef50_A9MG75, UniRef:UniRef90_A0A5V2TER9
contig_4	tRNA	971955	972042	-	ONMMKP_05275	trnS	tRNA-Ser(tga)	SO:0000269
contig_4	cds	972437	973096	+	ONMMKP_05280	yccA	FtsH protease modulator YccA	COG:COG0670, COG:P, RefSeq:WP_000374046.1, SO:0001217, UniParc:UPI000005A001, UniRef:UniRef100_A0A8E7CQA4, UniRef:UniRef50_P0AAC7, UniRef:UniRef90_I6D086
contig_4	cds	973183	973512	+	ONMMKP_05285	tusE	sulfurtransferase TusE	COG:COG2920, COG:J, EC:2.8.1.-, GO:0005737, GO:0008033, GO:0016740, RefSeq:WP_000904446.1, SO:0001217, UniParc:UPI000005A002, UniRef:UniRef100_Q5PGB9, UniRef:UniRef50_Q8XD82, UniRef:UniRef90_Q8XD82
contig_4	cds	973509	973790	-	ONMMKP_05290	yccX	acylphosphatase	COG:C, COG:COG1254, EC:3.6.1.7, GO:0003998, RefSeq:WP_000072884.1, SO:0001217, UniParc:UPI000005A003, UniRef:UniRef100_Q8XGT4, UniRef:UniRef50_Q5PGB8, UniRef:UniRef90_Q5PGB8
contig_4	cds	973839	974627	-	ONMMKP_05295		HTH araC/xylS-type domain-containing protein	SO:0001217, UniParc:UPI00017A8B04, UniRef:UniRef100_A0A0T9X3C9, UniRef:UniRef50_A0A0J1LRV5, UniRef:UniRef90_A0A6C6Z3B4
contig_4	cds	974644	975192	-	ONMMKP_05300	pEBP	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	COG:COG1881, COG:R, RefSeq:WP_000859416.1, SO:0001217, UniParc:UPI00004F7ACE, UniRef:UniRef100_A0A5I3F8Y1, UniRef:UniRef50_A0A2U0MDA0, UniRef:UniRef90_A0A379QN34
contig_4	cds	975407	976618	+	ONMMKP_05305	rlmI	23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI	COG:COG1092, COG:J, EC:2.1.1.191, GO:0003723, GO:0005737, GO:0005829, GO:0008649, GO:0009383, GO:0016434, GO:0031167, GO:0042803, GO:0044010, GO:0070475, RefSeq:WP_000140480.1, SO:0001217, UniParc:UPI00000CCFE1, UniRef:UniRef100_B5F1W3, UniRef:UniRef50_Q83LM0, UniRef:UniRef90_Q83LM0
contig_4	cds	976676	976993	+	ONMMKP_05310	hspQ	heat shock protein HspQ	COG:COG3785, COG:O, GO:0003677, GO:0005737, GO:0009408, RefSeq:WP_000561983.1, SO:0001217, UniParc:UPI000005A005, UniRef:UniRef100_B5F1W2, UniRef:UniRef50_Q8D251, UniRef:UniRef90_B5F1W2
contig_4	cds	977038	977451	-	ONMMKP_05315	yccU	putative CoA-binding protein	COG:COG1832, COG:R, RefSeq:WP_001537782.1, SO:0001217, UniParc:UPI000048ED9C, UniRef:UniRef100_A0A5I0L127, UniRef:UniRef50_D4E829, UniRef:UniRef90_A0A0V9JRP3
contig_4	cds	977625	978287	+	ONMMKP_05320	yccT	DUF2057 domain-containing protein	COG:COG3110, COG:S, RefSeq:WP_000847719.1, SO:0001217, UniParc:UPI000005A007, UniRef:UniRef100_B5QZG7, UniRef:UniRef50_B7LNX4, UniRef:UniRef90_Q5PGC7
contig_4	cds	978382	978840	+	ONMMKP_05325	mgsA	methylglyoxal synthase	COG:COG1803, COG:G, EC:4.2.3.3, GO:0006007, GO:0008929, GO:0019242, RefSeq:WP_000424187.1, SO:0001217, UniParc:UPI000005A008, UniRef:UniRef100_B5F1W0, UniRef:UniRef50_A8AIB5, UniRef:UniRef90_A8AIB5
