"gene","contig","start","stop","strand","family","nb_copy_in_genome","partition","persistent_neighbors","shell_neighbors","cloud_neighbors","RGP","Spot","Module","Source_File"
"GEGEGB_19860","contig_1",3875607,3875849,"+","AJBGEP_19785",3,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19865","contig_1",3875846,3876181,"+","AJBGEP_19785",3,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19870","contig_1",3876192,3876656,"+","AJBGEP_19780",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19875","contig_1",3876751,3878886,"-","AJBGEP_19775",2,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19880","contig_1",3878937,3879620,"-","AJBGEP_19775",2,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19885","contig_1",3879695,3880312,"-","AJBGEP_19770",1,"persistent",1,0,3,"","","","GCF_000007545.1.tsv"
"GEGEGB_19930","contig_1",3886331,3887713,"+","AJBGEP_19735",1,"persistent",1,0,4,"","","","GCF_000007545.1.tsv"
"GEGEGB_19935","contig_1",3887725,3890043,"+","AJBGEP_19730",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19940","contig_1",3890146,3891855,"-","AJBGEP_19725",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19945","contig_1",3891976,3893367,"-","AJBGEP_19720",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19950","contig_1",3893594,3894799,"+","AJBGEP_19715",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_19955","contig_1",3894835,3896916,"-","AJBGEP_19705",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_19960","contig_1",3896922,3897611,"-","HFCAGB_19980",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19965","contig_1",3897616,3899727,"-","AJBGEP_19695",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19970","contig_1",3899746,3900021,"-","AJBGEP_19690",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19975","contig_1",3900076,3900699,"-","AJBGEP_19685",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19980","contig_1",3900956,3901285,"+","BEJGEH_18930",2,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19985","contig_1",3901294,3902640,"+","BEJGEH_18930",2,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19990","contig_1",3902637,3903254,"-","AJBGEP_19675",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_19995","contig_1",3903502,3904386,"-","ODDLKH_20970",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20000","contig_1",3904460,3905362,"+","AJBGEP_19665",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20005","contig_1",3905412,3906275,"-","AJBGEP_19660",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20010","contig_1",3906401,3907117,"+","AJBGEP_19655",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20015","contig_1",3907196,3907837,"+","AJBGEP_19650",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20020","contig_1",3907915,3908511,"-","AJBGEP_19645",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20025","contig_1",3908619,3909077,"-","AJBGEP_19640",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20030","contig_1",3909055,3910278,"-","HFCAGB_19915",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20035","contig_1",3910451,3911116,"+","AJBGEP_19630",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20040","contig_1",3911334,3911570,"+","AJBGEP_19625",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20045","contig_1",3911591,3911758,"+","AJBGEP_19620",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20050","contig_1",3911856,3912665,"+","AJBGEP_19615",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20055","contig_1",3912693,3913172,"-","HFCAGB_19890",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20060","contig_1",3913181,3914458,"-","AJBGEP_19605",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20065","contig_1",3914867,3915937,"+","AJBGEP_19600",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20070","contig_1",3915934,3917058,"+","AJBGEP_19595",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20075","contig_1",3917051,3917848,"+","AJBGEP_19590",1,"persistent",1,0,4,"","","","GCF_000007545.1.tsv"
"GEGEGB_20085","contig_1",3919024,3920103,"+","HFCAGB_19860",1,"persistent",1,0,4,"","","","GCF_000007545.1.tsv"
"GEGEGB_20090","contig_1",3920109,3921122,"+","AJBGEP_19575",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20095","contig_1",3921140,3922150,"+","LNHIMF_18805",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20100","contig_1",3922173,3922871,"+","AJBGEP_19565",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20105","contig_1",3923021,3923830,"+","AJBGEP_19560",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20110","contig_1",3923929,3925074,"+","AJBGEP_19555",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20115","contig_1",3925131,3926345,"-","HFCAGB_19825",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20120","contig_1",3926385,3927338,"-","HFCAGB_19820",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20125","contig_1",3927338,3928384,"-","AJBGEP_19540",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20130","contig_1",3928387,3929319,"-","AJBGEP_19535",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20135","contig_1",3929522,3930718,"+","AJBGEP_19530",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20140","contig_1",3930728,3931753,"+","AJBGEP_19525",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20150","contig_1",3932248,3933282,"+","HFCAGB_19790",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20155","contig_1",3933269,3934231,"-","AJBGEP_19510",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20160","contig_1",3934235,3935518,"-","AJBGEP_19505",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20165","contig_1",3935528,3937072,"-","AJBGEP_19500",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20170","contig_1",3937320,3937751,"+","AJBGEP_19495",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20175","contig_1",3937837,3938088,"+","AJBGEP_19490",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20180","contig_1",3938132,3938599,"+","AJBGEP_19485",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20185","contig_1",3938599,3939618,"+","AJBGEP_19480",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20190","contig_1",3939696,3940517,"+","AJBGEP_19475",1,"persistent",3,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20215","contig_1",3944571,3945044,"-","AJBGEP_19455",1,"persistent",3,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20220","contig_1",3945109,3946299,"-","AJBGEP_19450",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20225","contig_1",3946296,3947072,"-","AJBGEP_19445",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20230","contig_1",3947069,3948724,"-","AJBGEP_19440",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20240","contig_1",3949023,3952373,"-","BEJGEH_18680",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20245","contig_1",3952417,3953100,"-","AJBGEP_19425",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20250","contig_1",3953588,3953950,"-","AJBGEP_19420",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20255","contig_1",3954241,3954447,"+","AJBGEP_19415",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20260","contig_1",3954457,3955047,"-","AJBGEP_19410",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20265","contig_1",3955044,3956192,"-","AJBGEP_19405",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20270","contig_1",3956413,3958329,"-","AJBGEP_19400",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20275","contig_1",3958804,3959412,"+","AJBGEP_19395",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20280","contig_1",3959511,3960902,"+","AJBGEP_19390",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20285","contig_1",3960899,3962749,"+","AJBGEP_19385",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20290","contig_1",3963034,3963915,"-","AJBGEP_19380",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20295","contig_1",3964084,3965622,"+","AJBGEP_19375",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20300","contig_1",3965740,3967695,"-","HFCAGB_19645",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20305","contig_1",3967959,3968771,"+","ONMMKP_15820",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20310","contig_1",3968932,3969627,"-","AJBGEP_19360",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20315","contig_1",3969621,3970481,"-","AJBGEP_19355",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20320","contig_1",3970474,3971136,"-","AJBGEP_19350",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20325","contig_1",3971133,3972629,"-","AJBGEP_19345",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20330","contig_1",3972633,3973619,"-","AJBGEP_19340",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20335","contig_1",3973631,3974908,"-","AJBGEP_19335",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20340","contig_1",3974911,3975384,"-","AJBGEP_19330",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20345","contig_1",3975523,3976455,"-","AJBGEP_19325",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20350","contig_1",3976479,3976943,"-","AJBGEP_19320",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20355","contig_1",3976955,3977953,"-","AJBGEP_19315",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20360","contig_1",3978183,3978983,"+","AJBGEP_19310",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20365","contig_1",3979100,3979573,"+","AJBGEP_19305",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20370","contig_1",3979610,3980860,"-","AJBGEP_19300",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20375","contig_1",3981034,3983061,"-","AJBGEP_19295",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20380","contig_1",3983377,3984201,"+","AJBGEP_19290",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20385","contig_1",3984262,3985440,"-","HFCAGB_19560",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20390","contig_1",3985803,3987125,"+","AJBGEP_19280",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20395","contig_1",3987225,3988679,"+","AJBGEP_19275",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20400","contig_1",3988854,3989207,"+","AJBGEP_19270",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20405","contig_1",3989230,3989799,"-","AJBGEP_19265",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20415","contig_1",3990390,3990692,"+","AJBGEP_19260",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20420","contig_1",3990831,3991742,"+","AJBGEP_19255",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20425","contig_1",3991752,3993821,"+","AJBGEP_19250",1,"persistent",2,0,2,"","","","GCF_000007545.1.tsv"
"GEGEGB_20440","contig_1",3995447,3995713,"+","AJBGEP_19235",1,"persistent",2,0,2,"","","","GCF_000007545.1.tsv"
"GEGEGB_20445","contig_1",3995701,3996186,"+","AJBGEP_19230",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20450","contig_1",3996557,3997096,"-","AJBGEP_19225",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20455","contig_1",3997272,3997484,"-","AJBGEP_19220",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20460","contig_1",3997697,3998104,"-","AJBGEP_19215",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20465","contig_1",3998501,3999211,"+","AJBGEP_19210",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20470","contig_1",3999261,4000235,"-","AJBGEP_19205",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20475","contig_1",4000454,4001116,"-","AJBGEP_19200",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20480","contig_1",4001269,4003602,"+","AJBGEP_19195",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20485","contig_1",4003571,4004011,"-","AJBGEP_19190",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20490","contig_1",4003989,4004570,"-","AJBGEP_19185",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20495","contig_1",4004727,4005431,"+","AJBGEP_19180",1,"persistent",2,2,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20500","contig_1",4005662,4007293,"+","GEGEGB_20500",1,"persistent",2,1,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20510","contig_1",4007605,4008612,"-","HFCAGB_19405",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20515","contig_1",4008762,4009886,"+","HFCAGB_19400",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20520","contig_1",4009944,4010840,"+","AJBGEP_19120",2,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20525","contig_1",4010867,4011268,"+","AJBGEP_19120",2,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20530","contig_1",4011824,4013431,"+","AJBGEP_19115",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20535","contig_1",4013588,4014607,"+","AJBGEP_19110",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20540","contig_1",4014617,4015519,"+","AJBGEP_19105",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20545","contig_1",4015530,4016513,"+","AJBGEP_19100",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20550","contig_1",4016510,4017523,"+","AJBGEP_19095",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20555","contig_1",4017833,4019131,"-","AJBGEP_19090",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20565","contig_1",4019774,4019881,"+","AJBGEP_19080",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20570","contig_1",4019963,4021642,"-","AJBGEP_19075",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20575","contig_1",4021639,4021830,"-","AJBGEP_19070",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20580","contig_1",4021827,4023386,"-","AJBGEP_19065",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20585","contig_1",4023643,4023846,"+","AJBGEP_19060",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20590","contig_1",4023847,4024599,"+","AJBGEP_19055",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20595","contig_1",4024596,4027220,"+","AJBGEP_19050",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20600","contig_1",4027315,4029531,"+","AJBGEP_19045",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20605","contig_1",4029535,4030644,"+","HFCAGB_19315",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20610","contig_1",4030626,4031987,"+","AJBGEP_19035",3,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20615","contig_1",4032420,4033943,"+","AJBGEP_19035",3,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20620","contig_1",4033885,4034052,"+","AJBGEP_19035",3,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20625","contig_1",4034343,4036307,"+","AJBGEP_19030",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20630","contig_1",4036508,4037794,"+","AJBGEP_19025",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20635","contig_1",4038014,4039501,"+","AJBGEP_19020",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20640","contig_1",4039555,4040484,"-","AJBGEP_19015",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20645","contig_1",4040713,4041480,"+","AJBGEP_19010",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20650","contig_1",4041590,4043650,"+","AJBGEP_19005",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20655","contig_1",4043690,4045012,"-","AJBGEP_19000",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20660","contig_1",4045363,4046391,"-","AJBGEP_18995",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20665","contig_1",4046464,4047363,"-","AJBGEP_18990",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20675","contig_1",4047994,4048596,"+","AJBGEP_18980",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20680","contig_1",4048602,4048958,"-","AJBGEP_18975",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20685","contig_1",4049239,4050828,"+","AJBGEP_18970",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20690","contig_1",4050841,4052490,"-","AJBGEP_18965",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20695","contig_1",4052815,4053534,"+","AJBGEP_18960",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20700","contig_1",4053710,4054564,"+","AJBGEP_18955",1,"persistent",3,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20705","contig_1",4054503,4054730,"+","AJBGEP_18940",1,"persistent",3,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20710","contig_1",4054874,4056226,"-","AJBGEP_18935",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20715","contig_1",4056331,4057173,"-","AJBGEP_18930",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20730","contig_1",4058831,4060873,"+","AJBGEP_18920",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20735","contig_1",4060880,4061638,"+","AJBGEP_18915",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20740","contig_1",4061730,4063199,"-","GEGEGB_20740",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20750","contig_1",4063524,4063958,"-","AJBGEP_18900",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20755","contig_1",4064346,4064681,"+","AJBGEP_18895",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20760","contig_1",4064821,4066317,"-","AJBGEP_18890",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20765","contig_1",4066548,4067750,"+","AJBGEP_18885",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20800","contig_1",4073875,4074942,"+","AJBGEP_18880",1,"persistent",2,0,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20805","contig_1",4074939,4077680,"+","AJBGEP_18875",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20810","contig_1",4077680,4078141,"+","AJBGEP_18870",2,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20815","contig_1",4078119,4078907,"+","AJBGEP_18870",2,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20820","contig_1",4078904,4079341,"-","AJBGEP_18865",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20825","contig_1",4079396,4079974,"-","AJBGEP_18860",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20830","contig_1",4080026,4081075,"-","AJBGEP_18855",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20835","contig_1",4081165,4082424,"+","AJBGEP_18850",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20840","contig_1",4082428,4082985,"-","AJBGEP_18845",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20845","contig_1",4083058,4083723,"-","AJBGEP_18840",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20850","contig_1",4083803,4084138,"+","AJBGEP_18835",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20855","contig_1",4084162,4085805,"-","AJBGEP_18830",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20860","contig_1",4086002,4088200,"-","AJBGEP_18825",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20865","contig_1",4088281,4088907,"-","AJBGEP_18820",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20870","contig_1",4089049,4089420,"+","AJBGEP_18815",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20875","contig_1",4089442,4089711,"-","AJBGEP_18810",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20880","contig_1",4089701,4090297,"-","AJBGEP_18805",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20885","contig_1",4090423,4091898,"+","AJBGEP_18800",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20890","contig_1",4091901,4092569,"+","AJBGEP_18795",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20895","contig_1",4092562,4093617,"+","AJBGEP_18790",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20900","contig_1",4093863,4094717,"+","AJBGEP_18785",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20905","contig_1",4095045,4095479,"+","AJBGEP_18780",2,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20910","contig_1",4095579,4096142,"+","AJBGEP_18780",2,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20915","contig_1",4096338,4096721,"-","AJBGEP_18775",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20920","contig_1",4097143,4098252,"+","AJBGEP_18770",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20925","contig_1",4098312,4099238,"+","AJBGEP_18765",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20930","contig_1",4099235,4100512,"+","AJBGEP_18760",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20935","contig_1",4100509,4101276,"+","AJBGEP_18755",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20940","contig_1",4101278,4101991,"+","AJBGEP_18750",1,"persistent",1,1,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20950","contig_1",4102665,4103981,"+","AJBGEP_18735",1,"persistent",1,1,1,"","","","GCF_000007545.1.tsv"
"GEGEGB_20955","contig_1",4104086,4104973,"+","AJBGEP_18730",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20960","contig_1",4104970,4105815,"+","AJBGEP_18725",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20965","contig_1",4105818,4106888,"+","AJBGEP_18720",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20970","contig_1",4106885,4107625,"+","AJBGEP_18715",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20975","contig_1",4107622,4107993,"-","GEGEGB_20975",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20980","contig_1",4108119,4109861,"+","AJBGEP_18705",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20985","contig_1",4109906,4110940,"-","AJBGEP_18700",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20990","contig_1",4110937,4111908,"-","AJBGEP_18695",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_20995","contig_1",4111962,4112723,"-","AJBGEP_18690",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_21000","contig_1",4112739,4113953,"-","AJBGEP_18685",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
"GEGEGB_21005","contig_1",4114218,4114706,"-","HFCAGB_18950",1,"persistent",2,0,2,"","","","GCF_000007545.1.tsv"
"GEGEGB_21020","contig_1",4115173,4116210,"+","AJBGEP_18665",1,"persistent",2,0,2,"","","","GCF_000007545.1.tsv"
"GEGEGB_21025","contig_1",4116334,4117029,"+","AJBGEP_18660",1,"persistent",2,0,0,"","","","GCF_000007545.1.tsv"
