"Gene","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"PKJKAM_09270",0,0,0,0,0,0,0,0,1
"PKJKAM_09275",0,0,0,0,0,0,1,0,1
"PKJKAM_09280",0,0,1,0,0,0,1,0,1
"PKJKAM_09285",0,0,1,0,0,0,1,0,1
"PKJKAM_09295",0,0,0,0,0,0,0,0,1
"PKJKAM_13810",0,1,0,0,0,0,0,0,1
"PKJKAM_14085",0,0,0,0,0,0,1,0,1
"PKJKAM_15650",0,0,0,0,0,0,0,1,1
"PKJKAM_15660",0,0,0,0,0,0,0,1,1
"PKJKAM_15665",0,0,0,0,0,0,0,0,1
"PKJKAM_15670",0,0,0,0,0,0,0,0,1
"PKJKAM_15675",0,0,0,0,0,0,0,0,1
"PKJKAM_15680",0,1,0,0,0,0,0,0,1
"PKJKAM_15685",0,0,0,0,0,0,0,0,1
"PKJKAM_15690",0,1,0,0,0,0,0,0,1
"PKJKAM_15695",0,0,0,0,0,0,0,0,1
"PKJKAM_15700",0,0,0,0,0,0,0,0,1
"PKJKAM_15705",0,0,0,0,0,0,0,0,1
"PKJKAM_15710",0,0,0,0,0,0,0,0,1
"PKJKAM_15715",0,0,0,0,0,0,0,0,1
"PKJKAM_15720",0,0,0,0,0,0,0,0,1
"PKJKAM_15725",0,0,0,0,0,0,0,0,1
"PKJKAM_15730",0,0,0,0,0,0,0,0,1
"PKJKAM_15735",0,1,0,0,0,0,0,0,1
"PKJKAM_15740",0,0,0,0,0,0,0,0,1
"PKJKAM_15745",0,0,0,0,0,0,1,0,1
"PKJKAM_15750",0,1,0,0,0,0,0,1,1
"PKJKAM_15760",0,0,0,0,0,0,0,1,1
"PKJKAM_15775",0,0,0,0,0,0,1,1,1
"PKJKAM_15785",0,0,0,0,0,0,1,1,1
"PKJKAM_15790",0,0,0,0,0,0,0,0,1
"PKJKAM_15795",0,0,0,0,0,0,0,0,1
"PKJKAM_15805",0,0,0,0,0,0,0,0,1
"PKJKAM_15810",0,0,0,0,0,0,0,0,1
"PKJKAM_15815",0,0,0,0,0,0,0,0,1
"PKJKAM_15820",0,1,0,0,0,0,0,1,1
"PKJKAM_15825",0,0,0,0,0,0,0,0,1
"PKJKAM_15830",0,0,0,0,0,0,1,0,1
"PKJKAM_15835",0,0,0,0,0,0,0,0,1
"PKJKAM_15840",0,0,0,0,0,0,0,0,1
"PKJKAM_15845",0,0,0,0,0,0,0,0,1
"PKJKAM_15850",0,1,0,0,0,0,1,0,1
"PKJKAM_15865",0,0,0,0,0,0,0,1,1
"PKJKAM_18565",0,0,0,0,0,0,0,0,1
"PKJKAM_18570",0,0,0,0,0,0,0,0,1
"PKJKAM_20815",0,0,0,0,0,0,0,0,1
"PKJKAM_21040",0,0,0,0,0,0,0,0,1
"AJBGEP_00355",1,1,0,1,0,0,0,0,0
"AJBGEP_00440",1,0,1,1,1,1,1,1,1
"AJBGEP_00445",1,0,1,1,1,1,1,1,1
"AJBGEP_02140",1,1,0,1,1,0,1,1,1
"AJBGEP_02145",1,1,0,1,1,0,1,1,1
"AJBGEP_02510",1,1,0,1,1,1,1,1,1
"AJBGEP_02565",1,1,0,1,1,1,0,1,0
"AJBGEP_04330",1,1,1,0,1,0,1,1,1
"AJBGEP_04405",1,1,0,0,1,1,1,1,1
"AJBGEP_04410",1,1,0,0,1,1,1,1,1
"AJBGEP_04420",1,1,0,0,1,0,1,0,0
"AJBGEP_04425",1,1,0,0,1,1,1,1,1
"AJBGEP_04430",1,1,0,0,1,1,1,1,1
"AJBGEP_04705",1,0,1,0,1,1,1,1,1
"AJBGEP_04710",1,0,1,0,1,1,1,1,1
"AJBGEP_07045",1,1,0,1,1,0,0,0,0
"AJBGEP_07050",1,0,0,1,1,0,0,0,0
"AJBGEP_07155",1,1,1,0,1,1,1,1,1
"AJBGEP_07165",1,1,1,0,1,1,1,1,1
"AJBGEP_07175",1,1,1,0,1,1,1,1,1
"AJBGEP_07180",1,1,1,0,1,1,1,1,1
"AJBGEP_07210",1,1,1,0,1,1,1,1,1
"AJBGEP_09130",1,1,0,1,1,1,1,1,1
"AJBGEP_09260",1,1,1,1,1,0,1,1,1
"AJBGEP_09385",1,0,1,1,1,1,1,1,1
"AJBGEP_11170",1,1,1,0,1,1,1,1,1
"AJBGEP_11230",1,1,1,1,1,1,0,1,1
"AJBGEP_11235",1,1,1,1,1,1,0,0,0
"AJBGEP_11240",1,1,1,1,1,1,0,0,0
"AJBGEP_11245",1,1,1,1,1,1,0,0,0
"AJBGEP_11250",1,1,1,1,1,1,0,0,0
"AJBGEP_11255",1,0,1,0,1,1,0,0,0
"AJBGEP_11260",1,0,1,0,1,1,0,0,0
"AJBGEP_11265",1,0,1,0,1,1,0,0,0
"AJBGEP_11270",1,1,1,1,1,1,0,1,1
"AJBGEP_11275",1,1,1,1,1,1,0,1,1
"AJBGEP_11280",1,1,1,1,1,1,0,1,1
"AJBGEP_11285",1,1,1,1,1,1,0,1,1
"AJBGEP_11290",1,1,1,1,1,1,0,1,1
"AJBGEP_11295",1,1,1,1,1,1,0,1,1
"AJBGEP_11300",1,1,1,1,1,1,0,1,1
"AJBGEP_11305",1,1,1,1,1,1,0,1,1
"AJBGEP_11515",1,0,0,0,1,0,0,1,1
"AJBGEP_13850",1,1,0,0,1,0,1,1,1
"AJBGEP_13855",1,0,0,0,0,0,1,1,0
"AJBGEP_13945",1,0,0,0,0,0,0,0,0
"AJBGEP_14055",1,0,0,0,0,1,1,1,1
"AJBGEP_14060",1,1,0,1,1,1,1,1,1
"AJBGEP_14090",1,0,0,0,0,0,1,1,0
"AJBGEP_14130",1,0,0,0,0,1,0,1,0
"AJBGEP_15340",1,0,1,0,1,1,1,1,1
"AJBGEP_15345",1,0,1,0,1,1,1,1,1
"AJBGEP_15350",1,0,1,0,1,0,1,1,1
"AJBGEP_15355",1,1,1,1,1,0,1,0,1
"AJBGEP_15360",1,1,1,1,1,0,1,0,1
"AJBGEP_15365",1,1,1,1,1,1,1,0,1
"AJBGEP_15370",1,1,1,1,1,1,1,0,1
"AJBGEP_15540",1,1,1,0,1,0,1,1,0
"AJBGEP_15545",1,1,1,0,1,0,1,1,0
"AJBGEP_15605",1,0,0,1,1,1,0,1,0
"AJBGEP_15610",1,0,1,1,1,1,0,1,0
"AJBGEP_17625",1,1,0,0,1,0,0,1,1
"AJBGEP_17830",1,1,0,0,1,0,0,0,0
"AJBGEP_17860",1,1,1,0,1,1,1,1,1
"AJBGEP_19585",1,1,1,0,1,0,1,0,0
"AJBGEP_19710",1,0,1,0,1,0,0,0,0
"AJBGEP_19745",1,1,0,1,1,0,0,0,0
"AJBGEP_19755",1,1,0,0,1,0,0,0,0
"AJBGEP_19765",1,1,0,0,1,0,0,0,0
"AJBGEP_19880",1,1,1,0,0,1,1,1,1
"AJBGEP_19890",1,0,1,1,1,1,1,0,1
"AJBGEP_19895",1,0,1,1,1,1,1,0,1
"AJBGEP_19900",1,0,1,1,1,1,1,0,1
"AJBGEP_19905",1,0,1,1,1,1,1,0,1
"AJBGEP_19910",1,0,1,1,1,1,1,0,1
"AJBGEP_19915",1,0,1,1,1,1,1,0,1
"AJBGEP_19920",1,0,1,1,1,1,1,0,1
"AJBGEP_21795",1,1,1,1,0,1,1,1,1
"AJBGEP_21800",1,1,1,1,0,1,1,1,1
"AJBGEP_21805",1,1,1,1,1,1,1,1,0
"AJBGEP_21995",1,1,1,0,1,1,0,1,1
"AJBGEP_22040",1,1,1,0,1,0,1,0,0
"AJBGEP_22060",1,0,1,0,1,0,1,1,1
"AJBGEP_22065",1,0,1,0,1,0,1,1,1
"AJBGEP_22070",1,0,1,0,1,0,1,1,1
"AJBGEP_22075",1,0,1,0,1,0,1,1,1
"AJBGEP_22085",1,0,1,0,1,0,1,1,1
"AJBGEP_22090",1,0,1,0,1,0,1,1,1
"AJBGEP_22095",1,0,1,0,1,0,1,1,1
"AJBGEP_22100",1,0,1,0,1,0,1,1,1
"AJBGEP_22110",1,0,1,0,1,0,1,1,1
"AJBGEP_22115",1,0,1,0,1,0,1,1,1
"AJBGEP_22120",1,0,1,0,1,0,1,1,1
"AJBGEP_22125",1,0,1,0,1,0,1,1,1
"AJBGEP_22130",1,0,1,0,1,0,1,1,1
"AJBGEP_22135",1,0,1,0,1,0,1,1,1
"AJBGEP_22140",1,0,1,0,1,0,1,1,1
"AJBGEP_22145",1,0,1,0,1,0,1,1,1
"AJBGEP_22150",1,1,1,0,1,0,1,1,1
"AJBGEP_22255",1,1,1,1,1,1,0,1,1
"AJBGEP_23350",1,1,1,1,1,1,1,0,0
"AJBGEP_23370",1,1,1,1,1,0,1,1,1
"AJBGEP_23475",1,1,1,0,1,1,1,1,1
"AJBGEP_23485",1,1,1,0,1,1,1,1,1
"AJBGEP_23490",1,1,1,0,1,1,1,1,1
"AJBGEP_23500",1,0,0,0,0,0,0,0,0
"AJBGEP_23510",1,0,1,0,0,0,0,0,0
"AJBGEP_23515",1,0,0,0,0,0,0,0,0
"AJBGEP_23520",1,0,0,0,0,0,0,0,0
"AJBGEP_23525",1,0,0,0,0,0,0,0,0
"AJBGEP_23530",1,0,0,0,0,0,0,0,0
"AJBGEP_23535",1,0,0,0,0,0,0,0,0
"AJBGEP_23540",1,0,0,0,0,0,0,0,0
"AJBGEP_23545",1,0,0,0,0,0,0,0,0
"AJBGEP_23550",1,0,0,0,0,0,0,0,0
"AJBGEP_23555",1,0,0,0,0,0,0,0,0
"AJBGEP_23580",1,0,0,0,0,0,0,0,0
"AJBGEP_23590",1,0,0,0,1,0,0,0,1
"AJBGEP_23610",1,1,0,1,1,0,0,1,1
"AJBGEP_23690",1,0,0,1,1,0,0,0,0
"AJBGEP_23695",1,0,0,1,1,0,0,0,0
"AJBGEP_23715",1,0,0,1,1,0,0,0,0
"AJBGEP_23720",1,0,0,1,1,0,0,0,0
"AJBGEP_23725",1,1,0,1,1,0,0,1,0
"AJBGEP_23730",1,1,0,1,1,0,0,1,0
"AJBGEP_23755",1,1,0,0,1,1,0,1,1
"AJBGEP_23760",1,1,0,0,1,1,0,1,1
"AJBGEP_23765",1,1,0,0,1,1,0,1,1
"AJBGEP_23770",1,1,0,0,1,1,0,1,1
"AJBGEP_23775",1,1,0,0,1,1,0,1,1
"AJBGEP_23785",1,1,0,0,1,1,0,1,1
"HFCAGB_02915",0,1,0,0,0,0,0,0,0
"HFCAGB_02920",0,1,0,0,0,0,0,0,0
"HFCAGB_02925",1,1,0,0,0,0,1,0,1
"HFCAGB_02930",0,1,0,0,0,0,0,0,0
"HFCAGB_02935",0,1,0,0,0,1,1,0,0
"HFCAGB_02940",0,1,0,0,0,0,0,0,0
"HFCAGB_02955",0,1,0,0,0,0,1,1,1
"HFCAGB_02965",0,1,0,0,0,0,0,0,0
"HFCAGB_02970",0,1,0,0,0,0,0,0,0
"HFCAGB_02980",0,1,0,0,0,0,0,0,0
"HFCAGB_02985",0,1,0,0,0,0,0,0,0
"HFCAGB_02990",0,1,0,0,0,0,0,0,0
"HFCAGB_02995",0,1,0,0,0,0,0,0,0
"HFCAGB_03000",0,1,0,0,0,0,0,0,0
"HFCAGB_03005",0,1,0,0,0,0,1,0,1
"HFCAGB_03015",0,1,0,0,0,0,0,0,0
"HFCAGB_03020",0,1,0,0,0,0,0,0,0
"HFCAGB_03025",0,1,0,0,0,0,1,1,0
"HFCAGB_03030",0,1,0,0,0,1,0,1,0
"HFCAGB_03035",0,1,0,0,0,1,0,1,0
"HFCAGB_03050",0,1,0,0,0,1,1,1,0
"HFCAGB_03060",0,1,0,0,0,0,0,0,0
"HFCAGB_03065",0,1,0,0,0,0,0,0,0
"HFCAGB_03080",0,1,0,0,0,0,0,0,0
"HFCAGB_03085",0,1,0,0,0,0,0,0,0
"HFCAGB_03090",0,1,0,0,0,0,0,1,1
"HFCAGB_03105",1,1,0,0,0,0,0,0,0
"HFCAGB_03115",0,1,0,0,0,0,0,0,0
"HFCAGB_03120",0,1,0,0,0,0,0,0,0
"HFCAGB_03125",0,1,0,0,0,0,0,0,0
"HFCAGB_03130",0,1,0,0,0,0,0,0,0
"HFCAGB_03135",0,1,0,0,0,0,0,0,0
"HFCAGB_03140",0,1,0,0,0,0,0,0,0
"HFCAGB_03145",0,1,0,0,0,0,0,0,0
"HFCAGB_03150",0,1,0,0,0,0,0,0,0
"HFCAGB_03155",0,1,0,0,0,0,0,0,0
"HFCAGB_03165",0,1,0,0,0,0,0,0,0
"HFCAGB_03175",0,1,0,0,0,0,0,0,0
"HFCAGB_03180",0,1,0,0,0,0,0,0,0
"HFCAGB_03185",0,1,0,0,0,0,0,0,0
"HFCAGB_03190",0,1,0,0,0,0,0,0,0
"HFCAGB_03195",0,1,0,0,0,0,0,0,0
"HFCAGB_03200",0,1,0,0,0,0,0,0,0
"HFCAGB_03205",0,1,0,0,0,0,0,0,0
"HFCAGB_03210",0,1,0,0,0,0,0,0,0
"HFCAGB_03215",0,1,0,0,0,0,0,0,0
"HFCAGB_03315",0,1,0,0,0,0,0,0,0
"HFCAGB_05955",0,1,0,0,0,0,0,0,0
"HFCAGB_05960",0,1,0,0,0,0,0,0,0
"HFCAGB_06040",0,1,0,0,0,0,0,0,0
"HFCAGB_06050",0,1,1,0,0,0,0,0,0
"HFCAGB_06060",0,1,0,0,0,0,0,0,0
"AJBGEP_09730",1,1,1,1,1,0,1,1,1
"AJBGEP_09735",1,1,0,1,1,0,1,1,1
"AJBGEP_09775",1,0,0,0,1,0,1,0,0
"AJBGEP_09785",1,1,0,1,1,1,1,1,1
"AJBGEP_09790",1,1,0,1,1,1,1,1,1
"AJBGEP_09795",1,1,0,0,1,1,1,1,1
"AJBGEP_09800",1,0,0,0,1,1,0,1,0
"AJBGEP_09805",1,0,0,0,1,1,0,1,0
"AJBGEP_09820",1,1,0,0,1,1,1,0,1
"AJBGEP_09825",1,1,0,1,0,1,1,1,1
"AJBGEP_09830",1,1,0,0,1,0,1,1,1
"AJBGEP_11575",1,0,1,1,1,0,1,1,1
"AJBGEP_11580",1,0,1,1,1,0,1,1,1
"AJBGEP_11585",1,0,1,1,1,0,1,1,1
"AJBGEP_11590",1,0,1,1,1,0,1,1,1
"AJBGEP_11835",1,0,1,0,1,1,0,0,0
"AJBGEP_11850",1,1,1,1,1,1,1,1,0
"AJBGEP_11855",1,1,1,1,1,1,1,1,0
"AJBGEP_11875",1,0,1,0,1,1,1,1,1
"AJBGEP_11895",1,1,1,1,1,1,1,1,0
"AJBGEP_11965",1,1,1,1,1,0,1,1,1
"AJBGEP_12005",1,1,1,0,1,0,0,0,0
"AJBGEP_12035",1,1,0,0,1,1,0,0,0
"AJBGEP_12055",1,1,0,1,1,0,1,1,1
"AJBGEP_12070",1,1,1,0,1,1,1,1,1
"AJBGEP_13135",1,1,1,1,1,0,0,0,0
"AJBGEP_13140",1,0,1,1,1,0,0,0,0
"AJBGEP_13195",1,1,1,0,1,1,1,1,1
"AJBGEP_13200",1,1,1,0,1,1,1,1,1
"AJBGEP_13295",1,1,1,0,1,1,1,1,1
"AJBGEP_13415",1,1,1,0,1,1,1,1,1
"AJBGEP_13455",1,1,1,0,1,0,1,1,1
"AJBGEP_13555",1,1,1,1,1,0,1,1,1
"AJBGEP_16440",1,0,0,0,0,0,0,0,0
"AJBGEP_16460",1,1,0,0,1,1,1,1,1
"AJBGEP_16465",1,1,0,0,1,1,1,1,1
"AJBGEP_16470",1,1,0,0,1,1,1,1,1
"AJBGEP_16475",1,1,0,0,1,1,1,1,1
"AJBGEP_16480",1,1,0,0,1,1,1,1,1
"AJBGEP_16485",1,1,0,0,1,1,1,1,1
"AJBGEP_16490",1,1,0,0,1,1,1,1,1
"AJBGEP_16720",1,1,0,1,1,1,1,1,1
"AJBGEP_16725",1,1,0,0,1,0,1,1,1
"AJBGEP_16735",1,1,1,0,1,0,1,1,1
"AJBGEP_16740",1,1,1,0,1,0,1,1,1
"AJBGEP_16745",1,1,1,0,1,0,1,1,1
"AJBGEP_16765",1,1,1,1,1,0,1,1,1
"AJBGEP_18005",1,1,0,0,1,1,0,0,1
"AJBGEP_18095",1,1,1,1,1,1,1,1,0
"AJBGEP_18100",1,1,1,1,1,1,1,1,0
"AJBGEP_18105",1,1,1,1,1,1,1,1,0
"AJBGEP_18145",1,1,1,1,1,1,1,0,1
"AJBGEP_18220",1,1,1,0,1,1,1,0,1
"AJBGEP_18225",1,0,1,1,1,1,1,1,1
"AJBGEP_18310",1,1,0,0,0,0,0,1,0
"AJBGEP_20630",1,1,1,0,1,0,0,0,1
"AJBGEP_20725",1,0,1,1,1,0,0,0,0
"AJBGEP_20735",1,0,1,1,1,0,0,0,0
"AJBGEP_20755",1,1,1,0,1,0,1,1,1
"AJBGEP_20795",1,0,1,1,1,0,0,0,0
"AJBGEP_20800",1,0,1,1,1,0,0,0,0
"AJBGEP_21105",1,1,1,1,1,1,0,1,0
"AJBGEP_21115",1,1,1,1,1,1,0,1,0
"AJBGEP_21120",1,1,1,1,1,1,0,1,0
"AJBGEP_21125",1,1,1,1,1,1,0,1,0
"AJBGEP_21150",1,1,0,1,1,1,0,0,0
"HFCAGB_00500",0,1,0,0,0,0,0,0,0
"HFCAGB_00560",0,1,0,0,0,0,1,1,0
"HFCAGB_00720",0,1,1,1,0,0,1,0,0
"HFCAGB_00845",0,1,1,0,0,0,1,1,1
"HFCAGB_00925",1,1,1,0,1,1,1,1,1
"HFCAGB_01025",1,1,0,0,1,0,0,1,1
"HFCAGB_01055",1,1,1,0,1,0,1,1,1
"HFCAGB_01060",1,1,0,0,1,0,0,1,1
"HFCAGB_02305",1,1,1,1,1,0,1,1,1
"HFCAGB_02310",1,1,1,1,1,0,1,1,1
"HFCAGB_02715",1,1,1,1,1,0,1,1,1
"HFCAGB_02785",1,1,1,1,1,0,1,1,1
"HFCAGB_04210",1,1,1,0,1,0,1,1,1
"HFCAGB_04220",1,1,1,0,1,0,1,1,1
"HFCAGB_05415",0,1,0,0,0,0,0,0,0
"HFCAGB_05420",0,1,0,0,0,0,0,0,0
"HFCAGB_05425",0,1,0,0,0,0,0,0,0
"HFCAGB_05430",0,1,0,0,0,0,0,0,0
"HFCAGB_05435",0,1,0,0,0,0,0,0,0
"HFCAGB_05440",0,1,0,0,0,0,0,0,0
"HFCAGB_05445",0,1,0,0,0,0,0,0,0
"HFCAGB_05450",0,1,0,0,0,0,0,0,0
"HFCAGB_05455",0,1,0,0,0,0,0,0,0
"HFCAGB_05460",0,1,0,0,0,0,0,0,0
"HFCAGB_05465",0,1,0,0,0,0,0,0,0
"HFCAGB_05470",0,1,0,0,0,0,0,0,0
"HFCAGB_05475",0,1,0,0,0,0,0,0,0
"HFCAGB_05480",0,1,0,0,0,0,0,0,0
"HFCAGB_05485",0,1,0,0,0,0,0,0,0
"HFCAGB_05490",0,1,0,0,0,0,0,0,0
"HFCAGB_05495",0,1,0,0,0,0,0,0,0
"HFCAGB_05520",0,1,0,0,0,0,0,0,0
"HFCAGB_05925",0,1,0,0,0,0,0,0,0
"HFCAGB_05930",0,1,0,0,0,0,0,0,0
"HFCAGB_07825",0,1,1,1,0,1,1,0,1
"HFCAGB_08660",0,1,0,0,0,0,0,0,0
"HFCAGB_08735",1,1,1,0,1,1,1,1,1
"HFCAGB_08875",0,1,0,0,0,0,0,0,0
"HFCAGB_09025",0,1,0,0,0,0,0,0,0
"HFCAGB_10850",0,1,1,0,0,1,0,0,0
"HFCAGB_10870",1,1,0,0,0,0,0,0,0
"HFCAGB_10875",1,1,0,0,0,0,0,0,0
"HFCAGB_10880",1,1,0,0,0,1,0,0,0
"HFCAGB_10925",0,1,0,0,0,1,0,0,0
"HFCAGB_11010",0,1,0,0,0,0,0,0,0
"HFCAGB_11015",0,1,0,0,0,0,0,0,0
"HFCAGB_11020",0,1,0,0,0,0,0,0,0
"HFCAGB_11030",0,1,0,0,0,0,0,0,0
"HFCAGB_11045",1,1,0,0,1,0,0,0,0
"HFCAGB_11050",1,1,0,0,0,1,0,0,0
"HFCAGB_11055",0,1,0,0,0,0,0,0,0
"HFCAGB_11060",0,1,0,0,0,0,0,0,0
"HFCAGB_11065",0,1,0,0,0,0,0,0,0
"HFCAGB_11070",1,1,0,0,0,0,0,0,0
"HFCAGB_11075",0,1,0,0,0,0,0,0,0
"HFCAGB_11090",1,1,0,0,0,0,0,0,0
"HFCAGB_11095",1,1,0,0,0,0,0,0,0
"HFCAGB_11100",1,1,0,0,0,0,0,0,0
"HFCAGB_11105",0,1,0,0,0,1,0,0,0
"HFCAGB_11110",0,1,0,0,0,0,0,0,0
"HFCAGB_11115",0,1,0,0,0,0,0,0,0
"HFCAGB_11120",1,1,0,0,0,1,0,0,0
"HFCAGB_11135",0,1,0,0,0,0,0,0,0
"HFCAGB_14815",0,1,1,1,0,0,1,0,0
"HFCAGB_14820",0,1,1,1,0,0,1,0,0
"HFCAGB_14825",0,1,1,1,0,0,1,0,0
"HFCAGB_14830",0,1,1,0,0,0,1,0,0
"HFCAGB_14840",0,1,1,1,0,0,1,0,0
"HFCAGB_14845",0,1,1,1,0,0,1,0,0
"HFCAGB_14855",0,1,0,0,0,0,0,0,0
"HFCAGB_14860",0,1,0,0,0,0,0,0,0
"HFCAGB_17440",0,1,1,1,1,1,1,1,1
"HFCAGB_17445",0,1,1,1,1,1,1,1,1
"HFCAGB_17450",0,1,1,1,1,1,1,1,1
"HFCAGB_17455",0,1,1,1,1,1,1,1,1
"HFCAGB_22920",1,1,1,0,0,0,0,1,0
"HFCAGB_23180",0,1,0,1,0,0,0,1,0
"BEJGEH_00340",0,0,1,0,0,0,0,0,0
"BEJGEH_00425",1,0,1,1,1,1,1,1,1
"BEJGEH_00510",0,0,1,1,0,0,0,0,0
"BEJGEH_00515",0,0,1,0,0,0,0,0,0
"BEJGEH_00865",0,0,1,0,0,0,0,0,0
"BEJGEH_00870",0,0,1,0,0,0,0,0,0
"BEJGEH_00875",0,0,1,0,0,0,0,0,0
"BEJGEH_00880",0,0,1,0,0,0,0,0,0
"BEJGEH_00885",0,0,1,0,0,0,0,0,0
"BEJGEH_00970",1,1,1,0,1,1,1,1,1
"BEJGEH_00985",1,1,1,0,1,1,1,1,1
"BEJGEH_01055",0,0,1,0,0,0,0,0,0
"BEJGEH_01075",0,0,1,0,0,0,0,0,0
"BEJGEH_01110",0,0,1,0,0,0,1,0,0
"BEJGEH_01130",0,0,1,0,0,0,0,0,1
"BEJGEH_03655",1,0,1,0,1,0,1,1,1
"BEJGEH_03850",1,1,1,0,1,0,1,1,1
"BEJGEH_06410",0,1,1,0,0,0,0,1,0
"BEJGEH_07640",0,0,1,0,0,0,0,0,0
"BEJGEH_07645",0,0,1,0,0,0,0,0,0
"BEJGEH_07655",0,0,1,0,0,0,0,0,0
"BEJGEH_07660",0,0,1,0,0,0,0,0,0
"BEJGEH_07665",0,0,1,0,0,0,0,0,0
"BEJGEH_09240",0,0,1,0,0,0,0,0,0
"BEJGEH_09270",0,0,1,0,0,0,0,0,0
"BEJGEH_11340",0,0,1,0,0,0,0,0,0
"BEJGEH_11710",0,0,1,0,0,0,0,0,0
"BEJGEH_12625",0,1,1,1,0,1,1,1,1
"BEJGEH_12695",1,1,1,0,1,1,1,1,1
"BEJGEH_12700",0,0,1,0,0,0,0,0,0
"BEJGEH_12705",0,0,1,0,0,0,0,0,0
"BEJGEH_15195",0,0,1,0,0,0,0,0,0
"BEJGEH_15210",0,0,1,0,0,0,0,0,0
"BEJGEH_15920",0,0,1,0,0,0,0,0,0
"BEJGEH_15925",0,0,1,0,0,0,0,0,0
"BEJGEH_15930",0,0,1,0,0,0,0,0,0
"BEJGEH_15935",0,0,1,0,0,0,0,0,0
"BEJGEH_15940",0,0,1,0,0,0,0,0,0
"BEJGEH_15945",0,0,1,0,0,0,0,0,0
"BEJGEH_15950",0,0,1,0,0,0,0,0,0
"BEJGEH_15955",0,0,1,0,0,0,0,0,0
"BEJGEH_18395",0,0,1,0,0,0,0,0,0
"BEJGEH_20355",1,1,1,1,1,1,0,1,0
"BEJGEH_20395",0,0,1,0,0,0,1,1,1
"BEJGEH_20400",0,0,1,0,0,0,1,1,1
"BEJGEH_20505",0,0,1,0,0,0,0,0,0
"BEJGEH_20510",0,0,1,0,0,0,0,0,0
"BEJGEH_20515",0,0,1,0,0,0,0,0,0
"BEJGEH_22490",1,0,1,0,1,0,1,0,1
"BEJGEH_22625",0,1,1,0,0,0,0,0,0
"BEJGEH_22630",0,1,1,0,0,0,0,0,0
"BEJGEH_22820",0,0,1,0,0,0,0,0,0
"BEJGEH_22825",0,0,1,0,0,0,0,0,0
"BEJGEH_22830",0,0,1,0,0,0,0,0,0
"BEJGEH_22835",0,0,1,0,0,1,0,0,0
"BEJGEH_22865",0,0,1,0,0,0,0,0,0
"BEJGEH_22870",0,0,1,0,0,0,0,0,0
"BEJGEH_22875",0,0,1,0,0,0,0,0,0
"BEJGEH_22880",0,0,1,0,0,0,0,0,0
"BEJGEH_22885",0,1,1,0,0,0,0,0,0
"GEGEGB_00975",0,0,0,1,0,0,0,0,0
"GEGEGB_00980",0,0,0,1,0,0,0,0,0
"GEGEGB_00985",0,0,0,1,0,0,0,0,0
"GEGEGB_00995",0,0,0,1,0,1,0,0,0
"GEGEGB_01000",0,0,0,1,0,0,0,0,0
"GEGEGB_01005",0,0,0,1,0,0,0,0,0
"GEGEGB_01125",0,0,0,1,0,0,0,0,0
"GEGEGB_02540",0,1,0,1,0,0,0,0,0
"GEGEGB_02545",0,1,0,1,0,0,0,0,0
"GEGEGB_04470",0,0,0,1,0,0,0,0,0
"GEGEGB_04510",0,0,0,1,0,0,0,0,0
"GEGEGB_04600",0,0,0,1,0,0,0,0,0
"GEGEGB_04605",0,0,0,1,0,0,0,0,0
"GEGEGB_04610",0,0,0,1,0,0,0,0,0
"GEGEGB_04615",0,0,0,1,0,0,0,0,0
"GEGEGB_04620",0,0,0,1,0,0,0,0,0
"GEGEGB_04625",0,0,0,1,0,0,0,0,0
"GEGEGB_04630",0,0,0,1,0,0,0,0,0
"GEGEGB_04635",0,0,0,1,0,0,0,0,0
"GEGEGB_04640",0,0,0,1,0,0,0,0,0
"GEGEGB_04645",0,0,0,1,0,0,0,0,0
"GEGEGB_04650",0,0,0,1,0,0,0,0,0
"GEGEGB_04655",0,0,0,1,0,0,0,0,0
"GEGEGB_04660",0,0,0,1,0,0,0,0,0
"GEGEGB_04665",0,0,0,1,0,0,0,0,0
"GEGEGB_04670",0,0,0,1,0,0,0,0,0
"GEGEGB_04675",0,0,0,1,0,0,0,0,0
"GEGEGB_04680",0,0,0,1,0,0,0,0,0
"GEGEGB_04685",0,0,0,1,0,0,0,0,0
"GEGEGB_04690",0,0,0,1,0,0,0,0,0
"GEGEGB_04695",0,1,1,1,0,0,0,0,0
"GEGEGB_11455",0,0,0,1,0,0,0,0,0
"GEGEGB_11465",0,0,0,1,0,0,0,0,0
"GEGEGB_12660",0,0,0,1,0,0,0,0,0
"GEGEGB_14920",0,0,0,1,0,1,0,0,1
"GEGEGB_14935",0,0,0,1,0,0,0,0,0
"GEGEGB_14940",0,0,0,1,0,1,0,0,1
"GEGEGB_15030",0,0,0,1,0,0,0,0,0
"GEGEGB_17675",0,0,0,1,0,1,0,0,0
"GEGEGB_17795",0,0,0,1,0,1,1,1,0
"GEGEGB_17925",0,0,0,1,0,0,1,0,0
"GEGEGB_17930",0,0,0,1,0,0,0,0,0
"GEGEGB_17935",0,0,0,1,0,0,0,0,0
"GEGEGB_17940",0,0,0,1,0,0,0,0,0
"GEGEGB_17950",0,0,0,1,0,0,0,0,0
"GEGEGB_17960",0,0,0,1,0,0,0,0,0
