persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
AJBGEP_19275	0.0	1.111	True
AJBGEP_19280	0.0	1.0	True
AJBGEP_19290	0.0	1.0	True
AJBGEP_19295	0.0	1.0	True
AJBGEP_19300	0.0	1.0	True
AJBGEP_19305	0.0	1.0	True
AJBGEP_19310	0.0	1.0	True
AJBGEP_19315	0.0	1.0	True
AJBGEP_19320	0.0	1.0	True
AJBGEP_19325	0.0	1.0	True
AJBGEP_19330	0.0	1.0	True
AJBGEP_19335	0.0	1.0	True
AJBGEP_19340	0.0	1.0	True
AJBGEP_19345	0.0	1.0	True
AJBGEP_19350	0.0	1.0	True
AJBGEP_19355	0.0	1.0	True
AJBGEP_19360	0.0	1.0	True
AJBGEP_19375	0.0	1.0	True
AJBGEP_19380	0.0	1.0	True
AJBGEP_19385	0.0	1.0	True
AJBGEP_19390	0.0	1.0	True
AJBGEP_19395	0.0	1.0	True
AJBGEP_19400	0.0	1.0	True
AJBGEP_19405	0.0	1.0	True
AJBGEP_19410	0.0	1.0	True
AJBGEP_19415	0.0	1.0	True
AJBGEP_19420	0.0	1.0	True
AJBGEP_19425	0.0	1.0	True
AJBGEP_19440	0.0	1.0	True
AJBGEP_19445	0.0	1.0	True
AJBGEP_19450	0.0	1.0	True
AJBGEP_19455	0.0	1.0	True
AJBGEP_19460	0.0	1.0	True
AJBGEP_19465	0.0	1.0	True
AJBGEP_19470	0.0	1.125	True
AJBGEP_19475	0.0	1.0	True
AJBGEP_19480	0.0	1.0	True
AJBGEP_19485	0.0	1.0	True
AJBGEP_19490	0.0	1.0	True
AJBGEP_19495	0.0	1.0	True
AJBGEP_19500	0.0	1.0	True
AJBGEP_19505	0.0	1.0	True
AJBGEP_19510	0.0	1.0	True
AJBGEP_19525	0.0	1.0	True
AJBGEP_21175	0.0	1.0	True
AJBGEP_21180	0.0	1.0	True
AJBGEP_21185	0.0	1.0	True
AJBGEP_21190	0.0	1.0	True
AJBGEP_21195	0.0	1.0	True
AJBGEP_21200	0.0	1.0	True
AJBGEP_21205	0.0	1.0	True
AJBGEP_21210	0.0	1.0	True
AJBGEP_21215	0.0	1.0	True
AJBGEP_21220	0.0	1.0	True
AJBGEP_21225	0.0	1.0	True
AJBGEP_21230	0.0	1.0	True
AJBGEP_21235	0.0	1.0	True
AJBGEP_21240	0.0	1.0	True
AJBGEP_21245	0.0	1.0	True
AJBGEP_21250	0.0	1.0	True
AJBGEP_21255	0.0	1.0	True
AJBGEP_21265	0.0	1.0	True
AJBGEP_21270	0.0	1.0	True
AJBGEP_21275	0.0	1.0	True
AJBGEP_21280	0.0	1.0	True
AJBGEP_21285	0.0	1.0	True
AJBGEP_21290	0.0	1.0	True
AJBGEP_21300	0.0	1.0	True
AJBGEP_21305	0.0	1.0	True
AJBGEP_21310	0.0	1.0	True
AJBGEP_21315	0.0	1.0	True
AJBGEP_21320	0.0	1.0	True
AJBGEP_21325	0.0	1.0	True
AJBGEP_21330	0.0	1.0	True
AJBGEP_21335	0.0	1.111	True
AJBGEP_21340	0.0	1.0	True
AJBGEP_21345	0.0	1.0	True
AJBGEP_21350	0.0	1.0	True
AJBGEP_21355	0.0	1.0	True
AJBGEP_21360	0.0	1.0	True
AJBGEP_21365	0.0	1.0	True
AJBGEP_21375	0.0	1.0	True
AJBGEP_21380	0.0	1.0	True
AJBGEP_21390	0.0	1.111	True
AJBGEP_21395	0.0	1.0	True
AJBGEP_21400	0.0	1.0	True
AJBGEP_21405	0.0	1.0	True
AJBGEP_21410	0.0	1.0	True
AJBGEP_21415	0.0	1.0	True
AJBGEP_21420	0.0	1.0	True
AJBGEP_21425	0.0	1.0	True
AJBGEP_21430	0.0	1.0	True
AJBGEP_21435	0.0	1.0	True
AJBGEP_21440	0.0	1.0	True
AJBGEP_21445	0.0	1.0	True
AJBGEP_21450	0.0	1.0	True
AJBGEP_21455	0.0	1.0	True
AJBGEP_21460	0.0	1.0	True
AJBGEP_21465	0.0	1.0	True
AJBGEP_21470	0.0	1.0	True
AJBGEP_21475	0.0	1.0	True
AJBGEP_21480	0.0	1.0	True
AJBGEP_21485	0.0	1.0	True
AJBGEP_21490	0.0	1.0	True
AJBGEP_21495	0.0	1.0	True
AJBGEP_21500	0.0	1.0	True
AJBGEP_21505	0.0	1.0	True
AJBGEP_21510	0.0	1.0	True
AJBGEP_21515	0.0	1.0	True
AJBGEP_21520	0.0	1.0	True
AJBGEP_21535	0.0	1.0	True
AJBGEP_21540	0.0	1.0	True
AJBGEP_21555	0.0	1.111	True
AJBGEP_21560	0.0	1.0	True
AJBGEP_21565	0.0	1.0	True
AJBGEP_21575	0.0	1.0	True
AJBGEP_21580	0.0	1.0	True
AJBGEP_21585	0.0	1.111	True
AJBGEP_21590	0.0	1.0	True
AJBGEP_21595	0.0	1.0	True
AJBGEP_21600	0.0	1.0	True
AJBGEP_21605	0.0	1.0	True
AJBGEP_21610	0.0	1.0	True
AJBGEP_21615	0.0	1.0	True
AJBGEP_21650	0.0	1.0	True
AJBGEP_21655	0.0	1.0	True
AJBGEP_21675	0.0	1.0	True
AJBGEP_21680	0.0	1.0	True
AJBGEP_22795	0.0	1.0	True
AJBGEP_22800	0.0	1.0	True
AJBGEP_22805	0.0	1.0	True
AJBGEP_22830	0.0	1.0	True
AJBGEP_22835	0.0	1.0	True
AJBGEP_22845	0.0	1.0	True
AJBGEP_22855	0.0	1.0	True
AJBGEP_22860	0.0	1.0	True
AJBGEP_22865	0.0	1.0	True
AJBGEP_22870	0.0	1.0	True
AJBGEP_22875	0.0	1.0	True
AJBGEP_22880	0.0	1.0	True
AJBGEP_22885	0.0	1.0	True
AJBGEP_22890	0.0	1.0	True
AJBGEP_22895	0.0	1.0	True
AJBGEP_22900	0.0	1.0	True
AJBGEP_22905	0.0	1.0	True
AJBGEP_22915	0.0	1.0	True
AJBGEP_22920	0.0	1.0	True
AJBGEP_22925	0.0	1.0	True
AJBGEP_22930	0.0	1.0	True
AJBGEP_22945	0.0	1.0	True
AJBGEP_22950	0.0	1.0	True
AJBGEP_22955	0.0	1.0	True
AJBGEP_22960	0.0	1.0	True
AJBGEP_22965	0.0	1.0	True
AJBGEP_22970	0.0	1.0	True
AJBGEP_22975	0.0	1.0	True
AJBGEP_22980	0.0	1.0	True
AJBGEP_22985	0.0	1.0	True
AJBGEP_22990	0.0	1.0	True
AJBGEP_22995	0.0	1.0	True
AJBGEP_23000	0.0	1.0	True
AJBGEP_23005	0.0	1.0	True
AJBGEP_23010	0.0	1.0	True
AJBGEP_23015	0.0	1.0	True
AJBGEP_23020	0.0	1.0	True
AJBGEP_23025	0.0	1.0	True
AJBGEP_23030	0.0	1.0	True
AJBGEP_23035	0.0	1.0	True
AJBGEP_23040	0.0	1.0	True
AJBGEP_23045	0.0	1.0	True
AJBGEP_23050	0.0	1.0	True
AJBGEP_23055	0.0	1.0	True
AJBGEP_23060	0.0	1.0	True
AJBGEP_23065	0.0	1.0	True
AJBGEP_23070	0.0	1.0	True
AJBGEP_23075	0.0	1.0	True
AJBGEP_23080	0.0	1.0	True
AJBGEP_23085	0.0	1.0	True
AJBGEP_23095	0.0	1.0	True
AJBGEP_23100	0.0	1.0	True
AJBGEP_23110	0.0	1.0	True
AJBGEP_23115	0.0	1.0	True
AJBGEP_23125	0.0	1.0	True
AJBGEP_23130	0.0	1.0	True
AJBGEP_23135	0.0	1.0	True
AJBGEP_23235	0.0	1.0	True
AJBGEP_23240	0.0	1.0	True
AJBGEP_23245	0.0	1.0	True
AJBGEP_23250	0.0	1.0	True
AJBGEP_23255	0.0	1.0	True
AJBGEP_23260	0.0	1.0	True
AJBGEP_23265	0.0	1.0	True
AJBGEP_23270	0.0	1.0	True
AJBGEP_23275	0.0	1.0	True
AJBGEP_23280	0.0	1.0	True
AJBGEP_23285	0.0	1.0	True
AJBGEP_23295	0.0	1.0	True
AJBGEP_23300	0.0	1.0	True
AJBGEP_23305	0.0	1.0	True
AJBGEP_23315	0.0	1.0	True
AJBGEP_23845	0.0	1.0	True
AJBGEP_23865	0.0	1.0	True
AJBGEP_23870	0.0	1.0	True
AJBGEP_23875	0.0	1.0	True
AJBGEP_23880	0.0	1.0	True
AJBGEP_23885	0.0	1.0	True
AJBGEP_23890	0.0	1.0	True
AJBGEP_23895	0.0	1.0	True
AJBGEP_23900	0.0	1.0	True
AJBGEP_23915	0.0	1.0	True
AJBGEP_23920	0.0	1.0	True
AJBGEP_23925	0.0	1.0	True
AJBGEP_23930	0.0	1.0	True
AJBGEP_23935	0.0	1.0	True
AJBGEP_23965	0.0	1.0	True
AJBGEP_23970	0.0	1.0	True
AJBGEP_23975	0.0	1.0	True
AJBGEP_23980	0.0	1.0	True
AJBGEP_23985	0.0	1.0	True
AJBGEP_23990	0.0	1.0	True
AJBGEP_23995	0.0	1.0	True
AJBGEP_24000	0.0	1.0	True
AJBGEP_24005	0.0	1.0	True
AJBGEP_24010	0.0	1.0	True
AJBGEP_24015	0.0	1.0	True
AJBGEP_24020	0.0	1.0	True
AJBGEP_24025	0.0	1.0	True
AJBGEP_24030	0.0	1.0	True
AJBGEP_24035	0.0	1.0	True
AJBGEP_24040	0.0	1.111	True
AJBGEP_24060	0.0	1.0	True
ODDLKH_19895	0.0	1.0	True
ODDLKH_22000	0.0	1.0	True
LNHIMF_12270	0.0	1.0	True
IKCLMC_03695	0.0	1.0	True
IKCLMC_03740	0.0	1.0	True
IKCLMC_08780	0.0	1.0	True
IKCLMC_14440	0.0	1.0	True
IKCLMC_24165	0.0	1.0	True
PKJKAM_03820	0.0	1.0	True
AJBGEP_00320	0.0	1.0	True
AJBGEP_00325	0.0	1.0	True
AJBGEP_00330	0.0	1.0	True
AJBGEP_00340	0.0	1.0	True
AJBGEP_00345	0.0	1.0	True
AJBGEP_00360	0.0	1.0	True
AJBGEP_00365	0.0	1.0	True
AJBGEP_00370	0.0	1.0	True
AJBGEP_00375	0.0	1.0	True
AJBGEP_00380	0.0	1.0	True
AJBGEP_00385	0.0	1.0	True
AJBGEP_00395	0.0	1.0	True
AJBGEP_00400	0.0	1.0	True
AJBGEP_00405	0.0	1.0	True
AJBGEP_00410	0.0	1.0	True
AJBGEP_00420	0.0	1.0	True
AJBGEP_00425	0.0	1.0	True
AJBGEP_00440	0.0	1.0	True
AJBGEP_00445	0.0	1.375	True
AJBGEP_00450	0.0	1.0	True
AJBGEP_00455	0.0	1.0	True
AJBGEP_00460	0.0	1.0	True
AJBGEP_00465	0.0	1.0	True
AJBGEP_00470	0.0	1.0	True
AJBGEP_00475	0.0	1.0	True
AJBGEP_00480	0.0	1.0	True
AJBGEP_00485	0.0	1.111	True
AJBGEP_00495	0.0	1.0	True
AJBGEP_00500	0.0	1.0	True
AJBGEP_00510	0.0	1.0	True
AJBGEP_00515	0.0	1.0	True
AJBGEP_00520	0.0	1.0	True
AJBGEP_00525	0.0	1.0	True
AJBGEP_02115	0.0	1.0	True
AJBGEP_02120	0.0	1.0	True
AJBGEP_02125	0.0	1.0	True
AJBGEP_02130	0.0	1.0	True
AJBGEP_02135	0.0	1.0	True
AJBGEP_02140	0.0	1.0	True
AJBGEP_02145	0.0	1.0	True
AJBGEP_02150	0.0	1.111	True
AJBGEP_02165	0.0	1.0	True
AJBGEP_02170	0.0	1.0	True
AJBGEP_02175	0.0	1.0	True
AJBGEP_02180	0.0	1.0	True
AJBGEP_02185	0.0	1.0	True
AJBGEP_02190	0.0	1.0	True
AJBGEP_02195	0.0	1.0	True
AJBGEP_02200	0.0	1.0	True
AJBGEP_02210	0.0	1.0	True
AJBGEP_02215	0.0	1.0	True
AJBGEP_02220	0.0	1.0	True
AJBGEP_02230	0.0	1.0	True
AJBGEP_02240	0.0	1.0	True
AJBGEP_02245	0.0	1.0	True
AJBGEP_02250	0.0	1.0	True
AJBGEP_02255	0.0	1.0	True
AJBGEP_02260	0.0	1.0	True
AJBGEP_02265	0.0	1.0	True
AJBGEP_02270	0.0	1.0	True
AJBGEP_02275	0.0	1.0	True
AJBGEP_02280	0.0	1.0	True
AJBGEP_02295	0.0	1.0	True
AJBGEP_02300	0.0	1.0	True
AJBGEP_02305	0.0	1.0	True
AJBGEP_02310	0.0	1.0	True
AJBGEP_02315	0.0	1.0	True
AJBGEP_02320	0.0	1.0	True
AJBGEP_02325	0.0	1.0	True
AJBGEP_02330	0.0	1.0	True
AJBGEP_02335	0.0	1.0	True
AJBGEP_02340	0.0	1.0	True
AJBGEP_02345	0.0	1.0	True
AJBGEP_02355	0.0	1.0	True
AJBGEP_02360	0.0	1.0	True
AJBGEP_02365	0.0	1.0	True
AJBGEP_02370	0.0	1.0	True
AJBGEP_02375	0.0	1.0	True
AJBGEP_02380	0.0	1.0	True
AJBGEP_02385	0.0	1.111	True
AJBGEP_02390	0.0	1.0	True
AJBGEP_02400	0.0	1.0	True
AJBGEP_02405	0.0	1.0	True
AJBGEP_02410	0.0	1.0	True
AJBGEP_02415	0.0	1.0	True
AJBGEP_02420	0.0	1.0	True
AJBGEP_02425	0.0	1.0	True
AJBGEP_02430	0.0	1.0	True
AJBGEP_02435	0.0	1.0	True
AJBGEP_02445	0.0	1.0	True
AJBGEP_02450	0.0	1.0	True
AJBGEP_02455	0.0	1.0	True
AJBGEP_02460	0.0	1.0	True
AJBGEP_02465	0.0	1.0	True
AJBGEP_02470	0.0	1.0	True
AJBGEP_02480	0.0	1.0	True
AJBGEP_02485	0.0	1.0	True
AJBGEP_02490	0.0	1.0	True
AJBGEP_02495	0.0	1.0	True
AJBGEP_02500	0.0	1.0	True
AJBGEP_02505	0.0	1.0	True
AJBGEP_02510	0.0	1.0	True
AJBGEP_02515	0.0	1.0	True
AJBGEP_02520	0.0	1.0	True
AJBGEP_02525	0.0	1.0	True
AJBGEP_02530	0.0	1.0	True
AJBGEP_02535	0.0	1.0	True
AJBGEP_02540	0.0	1.0	True
AJBGEP_02545	0.0	1.0	True
AJBGEP_02550	0.0	1.0	True
AJBGEP_02565	0.0	1.0	True
AJBGEP_02570	0.0	1.0	True
AJBGEP_02580	0.0	1.0	True
AJBGEP_02600	0.0	1.0	True
AJBGEP_02605	0.0	1.0	True
AJBGEP_02610	0.0	1.0	True
AJBGEP_02615	0.0	1.0	True
AJBGEP_02620	0.0	1.0	True
AJBGEP_02625	0.0	1.0	True
AJBGEP_02630	0.0	1.0	True
AJBGEP_04230	0.0	1.0	True
AJBGEP_04240	0.0	1.111	True
AJBGEP_04245	0.0	1.111	True
AJBGEP_04250	0.0	1.0	True
AJBGEP_04255	0.0	1.0	True
AJBGEP_04265	0.0	1.0	True
AJBGEP_04270	0.0	1.0	True
AJBGEP_04275	0.0	1.0	True
AJBGEP_04280	0.0	1.0	True
AJBGEP_04285	0.0	1.0	True
AJBGEP_04290	0.0	1.0	True
AJBGEP_04295	0.0	1.0	True
AJBGEP_04305	0.0	1.0	True
AJBGEP_04310	0.0	1.0	True
AJBGEP_04315	0.0	1.0	True
AJBGEP_04320	0.0	1.0	True
AJBGEP_04330	0.0	1.0	True
AJBGEP_04340	0.0	1.0	True
AJBGEP_04345	0.0	1.778	True
AJBGEP_04355	0.0	1.0	True
AJBGEP_04360	0.0	1.0	True
AJBGEP_04365	0.0	1.0	True
AJBGEP_04370	0.0	1.0	True
AJBGEP_04375	0.0	1.0	True
AJBGEP_04380	0.0	1.0	True
AJBGEP_04385	0.0	1.0	True
AJBGEP_04390	0.0	1.0	True
AJBGEP_04400	0.0	1.0	True
AJBGEP_04455	0.0	1.0	True
AJBGEP_04465	0.0	1.0	True
AJBGEP_04470	0.0	1.0	True
AJBGEP_04475	0.0	1.0	True
AJBGEP_04480	0.0	1.0	True
AJBGEP_04485	0.0	1.0	True
AJBGEP_04490	0.0	1.0	True
AJBGEP_04500	0.0	1.0	True
AJBGEP_04505	0.0	1.0	True
AJBGEP_04510	0.0	1.0	True
AJBGEP_04515	0.0	1.0	True
AJBGEP_04520	0.0	1.0	True
AJBGEP_04525	0.0	1.0	True
AJBGEP_04530	0.0	1.0	True
AJBGEP_04535	0.0	1.0	True
AJBGEP_04540	0.0	1.0	True
AJBGEP_04545	0.0	1.0	True
AJBGEP_04550	0.0	1.0	True
AJBGEP_04555	0.0	1.0	True
AJBGEP_04570	0.0	1.0	True
AJBGEP_04575	0.0	1.0	True
AJBGEP_04580	0.0	1.0	True
AJBGEP_04585	0.0	1.0	True
AJBGEP_04590	0.0	1.0	True
AJBGEP_04595	0.0	1.0	True
AJBGEP_04600	0.0	1.0	True
AJBGEP_04605	0.0	1.0	True
AJBGEP_04610	0.0	1.0	True
AJBGEP_04615	0.0	1.0	True
AJBGEP_04620	0.0	1.0	True
AJBGEP_04625	0.0	1.0	True
AJBGEP_04640	0.0	1.0	True
AJBGEP_04650	0.0	1.0	True
AJBGEP_04655	0.0	1.0	True
AJBGEP_04660	0.0	1.0	True
AJBGEP_04665	0.0	1.0	True
AJBGEP_04670	0.0	1.0	True
AJBGEP_04675	0.0	1.0	True
AJBGEP_04680	0.0	1.0	True
AJBGEP_04685	0.0	1.0	True
AJBGEP_04690	0.0	1.0	True
AJBGEP_04725	0.0	1.0	True
AJBGEP_04730	0.0	1.0	True
AJBGEP_04735	0.0	1.0	True
AJBGEP_04740	0.0	1.0	True
AJBGEP_06860	0.0	1.0	True
AJBGEP_06865	0.0	1.0	True
AJBGEP_06870	0.0	1.0	True
AJBGEP_06875	0.0	1.0	True
AJBGEP_06880	0.0	1.0	True
AJBGEP_06885	0.0	1.0	True
AJBGEP_06890	0.0	1.0	True
AJBGEP_06895	0.0	1.0	True
AJBGEP_06900	0.0	1.0	True
AJBGEP_06905	0.0	1.111	True
AJBGEP_06910	0.0	1.0	True
AJBGEP_06915	0.0	1.111	True
AJBGEP_06920	0.0	1.0	True
AJBGEP_06925	0.0	1.0	True
AJBGEP_06930	0.0	1.0	True
AJBGEP_06935	0.0	1.0	True
AJBGEP_06940	0.0	1.0	True
AJBGEP_06945	0.0	1.0	True
AJBGEP_06950	0.0	1.0	True
AJBGEP_06955	0.0	1.0	True
AJBGEP_06960	0.0	1.0	True
AJBGEP_06965	0.0	1.0	True
AJBGEP_06970	0.0	1.0	True
AJBGEP_06975	0.0	1.0	True
AJBGEP_06980	0.0	1.0	True
AJBGEP_06985	0.0	1.0	True
AJBGEP_06990	0.0	1.0	True
AJBGEP_06995	0.0	1.0	True
AJBGEP_07000	0.0	1.0	True
AJBGEP_07005	0.0	1.0	True
AJBGEP_07010	0.0	1.0	True
AJBGEP_07015	0.0	1.0	True
AJBGEP_07020	0.0	1.0	True
AJBGEP_07025	0.0	1.0	True
AJBGEP_07030	0.0	1.0	True
AJBGEP_07035	0.0	1.0	True
AJBGEP_07055	0.0	1.0	True
AJBGEP_07060	0.0	1.0	True
AJBGEP_07065	0.0	1.0	True
AJBGEP_07070	0.0	1.0	True
AJBGEP_07075	0.0	1.0	True
AJBGEP_07080	0.0	1.0	True
AJBGEP_07085	0.0	1.0	True
AJBGEP_07090	0.0	1.0	True
AJBGEP_07100	0.0	1.0	True
AJBGEP_07105	0.0	1.0	True
AJBGEP_07110	0.0	1.0	True
AJBGEP_07115	0.0	1.0	True
AJBGEP_07125	0.0	1.0	True
AJBGEP_07130	0.0	1.0	True
AJBGEP_07135	0.0	1.0	True
AJBGEP_07140	0.0	1.0	True
AJBGEP_07145	0.0	1.0	True
AJBGEP_07155	0.0	1.0	True
AJBGEP_07165	0.0	1.0	True
AJBGEP_07175	0.0	1.0	True
AJBGEP_07180	0.0	1.0	True
AJBGEP_07210	0.0	1.0	True
AJBGEP_07220	0.0	1.0	True
AJBGEP_07225	0.0	1.0	True
AJBGEP_07230	0.0	1.0	True
AJBGEP_07235	0.0	1.0	True
AJBGEP_07245	0.0	1.0	True
AJBGEP_07250	0.0	1.0	True
AJBGEP_07255	0.0	1.0	True
AJBGEP_07260	0.0	1.0	True
AJBGEP_07270	0.0	1.0	True
AJBGEP_07275	0.0	1.0	True
AJBGEP_07280	0.0	1.0	True
AJBGEP_07295	0.0	1.0	True
AJBGEP_07300	0.0	1.0	True
AJBGEP_07310	0.0	1.0	True
AJBGEP_07320	0.0	1.0	True
AJBGEP_07330	0.0	1.0	True
AJBGEP_07335	0.0	1.0	True
AJBGEP_07340	0.0	1.0	True
AJBGEP_07345	0.0	1.0	True
AJBGEP_07350	0.0	1.0	True
AJBGEP_07360	0.0	1.0	True
AJBGEP_07370	0.0	1.0	True
AJBGEP_08925	0.0	1.0	True
AJBGEP_08930	0.0	1.0	True
AJBGEP_08935	0.0	1.0	True
AJBGEP_08940	0.0	1.0	True
AJBGEP_08945	0.0	1.0	True
AJBGEP_08950	0.0	1.0	True
AJBGEP_08955	0.0	1.0	True
AJBGEP_08960	0.0	1.0	True
AJBGEP_08965	0.0	1.111	True
AJBGEP_08970	0.0	1.0	True
AJBGEP_08975	0.0	1.0	True
AJBGEP_08980	0.0	1.0	True
AJBGEP_08985	0.0	1.0	True
AJBGEP_08990	0.0	1.0	True
AJBGEP_08995	0.0	1.0	True
AJBGEP_09000	0.0	1.0	True
AJBGEP_09005	0.0	1.0	True
AJBGEP_09010	0.0	1.0	True
AJBGEP_09015	0.0	1.0	True
AJBGEP_09025	0.0	1.0	True
AJBGEP_09030	0.0	1.0	True
AJBGEP_09035	0.0	1.0	True
AJBGEP_09040	0.0	1.0	True
AJBGEP_09045	0.0	1.0	True
AJBGEP_09050	0.0	1.0	True
AJBGEP_09055	0.0	1.0	True
AJBGEP_09060	0.0	1.0	True
AJBGEP_09065	0.0	1.0	True
AJBGEP_09070	0.0	1.0	True
AJBGEP_09075	0.0	1.0	True
AJBGEP_09085	0.0	1.0	True
AJBGEP_09090	0.0	1.0	True
AJBGEP_09095	0.0	1.0	True
AJBGEP_09100	0.0	1.0	True
AJBGEP_09110	0.0	1.0	True
AJBGEP_09115	0.0	1.0	True
AJBGEP_09120	0.0	1.0	True
AJBGEP_09125	0.0	1.0	True
AJBGEP_09130	0.0	1.0	True
AJBGEP_09135	0.0	1.0	True
AJBGEP_09140	0.0	1.0	True
AJBGEP_09145	0.0	1.0	True
AJBGEP_09150	0.0	1.0	True
AJBGEP_09155	0.0	1.0	True
AJBGEP_09160	0.0	1.0	True
AJBGEP_09165	0.0	1.0	True
AJBGEP_09170	0.0	1.0	True
AJBGEP_09175	0.0	1.0	True
AJBGEP_09180	0.0	1.0	True
AJBGEP_09185	0.0	1.0	True
AJBGEP_09190	0.0	1.111	True
AJBGEP_09195	0.0	1.0	True
AJBGEP_09200	0.0	1.0	True
AJBGEP_09205	0.0	1.0	True
AJBGEP_09210	0.111	1.111	False
AJBGEP_09215	0.0	1.0	True
AJBGEP_09220	0.0	1.0	True
AJBGEP_09225	0.0	1.0	True
AJBGEP_09230	0.0	1.0	True
AJBGEP_09235	0.0	1.0	True
AJBGEP_09240	0.0	1.0	True
AJBGEP_09245	0.0	1.0	True
AJBGEP_09260	0.0	1.0	True
AJBGEP_09265	0.0	1.0	True
AJBGEP_09270	0.0	1.0	True
AJBGEP_09280	0.0	1.0	True
AJBGEP_09290	0.0	1.0	True
AJBGEP_09295	0.0	1.0	True
AJBGEP_09305	0.111	1.111	False
AJBGEP_09310	0.0	1.0	True
AJBGEP_09315	0.0	1.0	True
AJBGEP_09320	0.0	1.0	True
AJBGEP_09325	0.0	1.0	True
AJBGEP_09330	0.0	1.0	True
AJBGEP_09335	0.0	1.0	True
AJBGEP_09340	0.0	1.111	True
AJBGEP_09345	0.0	1.0	True
AJBGEP_09350	0.0	1.0	True
AJBGEP_09355	0.0	1.0	True
AJBGEP_09360	0.0	1.0	True
AJBGEP_09365	0.0	1.0	True
AJBGEP_09370	0.0	1.0	True
AJBGEP_09375	0.0	1.0	True
AJBGEP_09385	0.0	1.0	True
AJBGEP_09390	0.0	1.111	True
AJBGEP_09395	0.0	1.0	True
AJBGEP_09400	0.0	1.0	True
AJBGEP_09405	0.0	1.0	True
AJBGEP_09415	0.0	1.0	True
AJBGEP_09430	0.0	1.0	True
AJBGEP_09435	0.0	1.111	True
AJBGEP_11055	0.0	1.0	True
AJBGEP_11060	0.0	1.111	True
AJBGEP_11065	0.0	1.0	True
AJBGEP_11070	0.0	1.0	True
AJBGEP_11080	0.0	1.0	True
AJBGEP_11085	0.0	1.0	True
AJBGEP_11090	0.0	1.0	True
AJBGEP_11095	0.0	1.0	True
AJBGEP_11100	0.0	1.0	True
AJBGEP_11105	0.0	1.0	True
AJBGEP_11110	0.0	1.0	True
AJBGEP_11115	0.0	1.111	True
AJBGEP_11125	0.0	1.0	True
AJBGEP_11130	0.0	1.0	True
AJBGEP_11140	0.0	1.0	True
AJBGEP_11145	0.0	1.0	True
AJBGEP_11150	0.0	1.0	True
AJBGEP_11160	0.0	1.0	True
AJBGEP_11165	0.0	1.0	True
AJBGEP_11170	0.0	1.0	True
AJBGEP_11175	0.0	1.0	True
AJBGEP_11180	0.0	1.0	True
AJBGEP_11185	0.0	1.0	True
AJBGEP_11190	0.0	1.0	True
AJBGEP_11195	0.0	1.0	True
AJBGEP_11200	0.0	1.0	True
AJBGEP_11205	0.0	1.0	True
AJBGEP_11210	0.0	1.0	True
AJBGEP_11215	0.0	1.0	True
AJBGEP_11220	0.0	1.0	True
AJBGEP_11225	0.0	1.0	True
AJBGEP_11230	0.0	1.0	True
AJBGEP_11270	0.0	1.0	True
AJBGEP_11275	0.0	1.0	True
AJBGEP_11280	0.0	1.0	True
AJBGEP_11285	0.0	1.0	True
AJBGEP_11290	0.0	1.0	True
AJBGEP_11295	0.0	1.0	True
AJBGEP_11300	0.0	1.0	True
AJBGEP_11305	0.0	1.0	True
AJBGEP_11310	0.0	1.0	True
AJBGEP_11315	0.0	1.0	True
AJBGEP_11320	0.0	1.0	True
AJBGEP_11325	0.0	1.0	True
AJBGEP_11330	0.0	1.0	True
AJBGEP_11335	0.0	1.0	True
AJBGEP_11350	0.0	1.0	True
AJBGEP_11355	0.0	1.0	True
AJBGEP_11360	0.0	1.0	True
AJBGEP_11365	0.0	1.0	True
AJBGEP_11370	0.0	1.0	True
AJBGEP_11375	0.0	1.0	True
AJBGEP_11380	0.0	1.111	True
AJBGEP_11395	0.0	1.0	True
AJBGEP_11400	0.0	1.0	True
AJBGEP_11405	0.0	1.0	True
AJBGEP_11410	0.0	1.0	True
AJBGEP_11415	0.0	1.0	True
AJBGEP_11425	0.0	1.0	True
AJBGEP_11430	0.0	1.0	True
AJBGEP_11440	0.0	1.0	True
AJBGEP_11445	0.0	1.111	True
AJBGEP_11455	0.0	1.0	True
AJBGEP_11460	0.0	1.0	True
AJBGEP_11470	0.0	1.0	True
AJBGEP_11475	0.0	1.0	True
AJBGEP_11480	0.0	1.0	True
AJBGEP_11485	0.0	1.0	True
AJBGEP_11495	0.0	1.0	True
AJBGEP_11500	0.0	1.0	True
AJBGEP_11505	0.0	1.0	True
AJBGEP_11520	0.0	1.0	True
AJBGEP_11525	0.0	1.0	True
AJBGEP_11530	0.0	1.0	True
AJBGEP_11535	0.0	1.0	True
AJBGEP_11540	0.0	1.0	True
AJBGEP_11545	0.0	1.0	True
AJBGEP_11550	0.0	1.0	True
AJBGEP_11555	0.0	1.0	True
AJBGEP_11560	0.0	1.0	True
AJBGEP_11565	0.0	1.0	True
AJBGEP_13650	0.0	1.0	True
AJBGEP_13660	0.0	1.0	True
AJBGEP_13665	0.0	1.0	True
AJBGEP_13670	0.0	1.0	True
AJBGEP_13675	0.0	1.0	True
AJBGEP_13680	0.0	1.0	True
AJBGEP_13690	0.0	1.0	True
AJBGEP_13695	0.0	1.0	True
AJBGEP_13700	0.0	1.0	True
AJBGEP_13705	0.0	1.0	True
AJBGEP_13710	0.0	1.0	True
AJBGEP_13720	0.0	1.0	True
AJBGEP_13735	0.0	1.0	True
